Motion Sensor Data File Oct 15, 2024 2:30 PM
Time (s)	Distance (cm)	Dist Error (cm)
27.540	27.004	0.239
27.550	27.003	0.239
27.560	26.986	0.239
27.570	26.973	0.239
27.580	26.921	0.239
27.590	26.813	0.239
27.600	26.700	0.239
27.610	26.619	0.239
27.620	26.468	0.239
27.630	26.313	0.239
27.640	26.171	0.239
27.650	25.985	0.239
27.660	25.770	0.239
27.670	25.568	0.239
27.680	25.331	0.239
27.690	25.094	0.239
27.700	24.857	0.239
27.710	24.603	0.239
27.720	24.354	0.239
27.730	24.108	0.239
27.740	23.850	0.239
27.750	23.588	0.239
27.760	23.316	0.239
27.770	23.076	0.239
27.780	22.843	0.239
27.790	22.597	0.239
27.800	22.339	0.239
27.810	22.150	0.239
27.820	21.930	0.239
27.830	21.741	0.239
27.840	21.564	0.239
27.850	21.405	0.239
27.860	21.228	0.239
27.870	21.133	0.239
27.880	20.991	0.239
27.890	20.879	0.239
27.900	20.836	0.239
27.910	20.805	0.239
27.920	20.779	0.239
27.930	20.783	0.239
27.940	20.800	0.239
27.950	20.830	0.239
27.960	20.881	0.239
27.970	20.937	0.239
27.980	21.057	0.239
27.990	21.186	0.239
28.000	21.284	0.239
28.010	21.469	0.239
28.020	21.610	0.239
28.030	21.825	0.239
28.040	21.988	0.239
28.050	22.241	0.239
28.060	22.447	0.239
28.070	22.684	0.239
28.080	22.941	0.239
28.090	23.195	0.239
28.100	23.414	0.239
28.110	23.654	0.239
28.120	23.916	0.239
28.130	24.191	0.239
28.140	24.444	0.239
28.150	24.681	0.239
28.160	24.943	0.239
28.170	25.187	0.239
28.180	25.385	0.239
28.190	25.638	0.239
28.200	25.870	0.239
28.210	26.016	0.239
28.220	26.265	0.239
28.230	26.347	0.239
28.240	26.544	0.239
28.250	26.612	0.239
28.260	26.660	0.239
28.270	26.853	0.239
28.280	26.930	0.239
28.290	26.955	0.239
28.300	26.968	0.239
28.310	26.972	0.239
28.320	26.967	0.239
28.330	26.971	0.239
28.340	26.945	0.239
28.350	26.884	0.239
28.360	26.751	0.239
28.370	26.656	0.239
28.380	26.557	0.239
28.390	26.350	0.239
28.400	26.247	0.239
28.410	26.014	0.239
28.420	25.846	0.239
28.430	25.622	0.239
28.440	25.398	0.239
28.450	25.179	0.239
28.460	24.934	0.239
28.470	24.684	0.239
28.480	24.439	0.239
28.490	24.172	0.239
28.500	23.905	0.239
28.510	23.672	0.239
28.520	23.431	0.239
28.530	23.199	0.239
28.540	22.928	0.239
28.550	22.673	0.239
28.560	22.450	0.239
28.570	22.243	0.239
28.580	21.998	0.239
28.590	21.830	0.239
28.600	21.601	0.239
28.610	21.481	0.239
28.620	21.274	0.239
28.630	21.179	0.239
28.640	21.067	0.239
28.650	20.934	0.239
28.660	20.886	0.239
28.670	20.843	0.239
28.680	20.812	0.239
28.690	20.808	0.239
28.700	20.799	0.239
28.710	20.816	0.239
28.720	20.850	0.239
28.730	20.880	0.239
28.740	20.966	0.239
28.750	21.137	0.239
28.760	21.218	0.239
28.770	21.386	0.239
28.780	21.571	0.239
28.790	21.738	0.239
28.800	21.944	0.239
28.810	22.158	0.239
28.820	22.339	0.239
28.830	22.596	0.239
28.840	22.841	0.239
28.850	23.043	0.239
28.860	23.297	0.239
28.870	23.567	0.239
28.880	23.820	0.239
28.890	24.086	0.239
28.900	24.332	0.239
28.910	24.581	0.239
28.920	24.847	0.239
28.930	25.070	0.239
28.940	25.315	0.239
28.950	25.547	0.239
28.960	25.723	0.239
28.970	25.959	0.239
28.980	26.113	0.239
28.990	26.302	0.239
29.000	26.435	0.239
29.010	26.581	0.239
29.020	26.654	0.239
29.030	26.770	0.239
29.040	26.868	0.239
29.050	26.924	0.239
29.060	26.962	0.239
29.070	26.962	0.239
29.080	26.966	0.239
29.090	26.949	0.239
29.100	26.905	0.239
29.110	26.840	0.239
29.120	26.715	0.239
29.130	26.633	0.239
29.140	26.543	0.239
29.150	26.336	0.239
29.160	26.245	0.239
29.170	26.017	0.239
29.180	25.892	0.239
29.190	25.668	0.239
29.200	25.462	0.239
29.210	25.238	0.239
29.220	25.005	0.239
29.230	24.768	0.239
29.240	24.523	0.239
29.250	24.278	0.239
29.260	24.024	0.239
29.270	23.770	0.239
29.280	23.529	0.239
29.290	23.266	0.239
29.300	23.004	0.239
29.310	22.793	0.239
29.320	22.565	0.239
29.330	22.315	0.239
29.340	22.130	0.239
29.350	21.923	0.239
29.360	21.738	0.239
29.370	21.574	0.239
29.380	21.411	0.239
29.390	21.264	0.239
29.400	21.165	0.239
29.410	21.040	0.239
29.420	20.945	0.239
29.430	20.893	0.239
29.440	20.858	0.239
29.450	20.854	0.239
29.460	20.853	0.239
29.470	20.866	0.239
29.480	20.909	0.239
29.490	20.960	0.239
29.500	21.067	0.239
29.510	21.174	0.239
29.520	21.260	0.239
29.530	21.427	0.239
29.540	21.578	0.239
29.550	21.728	0.239
29.560	21.938	0.239
29.570	22.127	0.239
29.580	22.325	0.239
29.590	22.582	0.239
29.600	22.805	0.239
29.610	23.020	0.239
29.620	23.261	0.239
29.630	23.523	0.239
29.640	23.763	0.239
29.650	24.003	0.239
29.660	24.257	0.239
29.670	24.523	0.239
29.680	24.751	0.239
29.690	24.978	0.239
29.700	25.241	0.239
29.710	25.438	0.239
29.720	25.640	0.239
29.730	25.897	0.239
29.740	26.013	0.239
29.750	26.249	0.239
29.760	26.352	0.239
29.770	26.519	0.239
29.780	26.657	0.239
29.790	26.717	0.239
29.800	26.798	0.239
29.810	26.906	0.239
29.820	26.957	0.239
29.830	26.973	0.239
29.840	26.986	0.239
29.850	26.960	0.239
29.860	26.917	0.239
29.870	26.822	0.239
29.880	26.718	0.239
29.890	26.641	0.239
29.900	26.563	0.239
29.910	26.352	0.239
29.920	26.266	0.239
29.930	26.042	0.239
29.940	25.921	0.239
29.950	25.671	0.239
29.960	25.491	0.239
29.970	25.262	0.239
29.980	25.026	0.239
29.990	24.828	0.239
30.000	24.569	0.239
30.010	24.328	0.239
30.020	24.083	0.239
30.030	23.829	0.239
30.040	23.579	0.239
30.050	23.317	0.239
30.060	23.067	0.239
30.070	22.864	0.239
30.080	22.606	0.239
30.090	22.374	0.239
30.100	22.193	0.239
30.110	21.952	0.239
30.120	21.801	0.239
30.130	21.586	0.239
30.140	21.461	0.239
30.150	21.267	0.239
30.160	21.181	0.239
30.170	21.082	0.239
30.180	20.956	0.239
30.190	20.883	0.239
30.200	20.853	0.239
30.210	20.848	0.239
30.220	20.835	0.239
30.230	20.856	0.239
30.240	20.869	0.239
30.250	20.894	0.239
30.260	21.002	0.239
30.270	21.134	0.239
30.280	21.211	0.239
30.290	21.362	0.239
30.300	21.538	0.239
30.310	21.654	0.239
30.320	21.890	0.239
30.330	22.049	0.239
30.340	22.268	0.239
30.350	22.508	0.239
30.360	22.705	0.239
30.370	22.955	0.239
30.380	23.208	0.239
30.390	23.440	0.239
30.400	23.697	0.239
30.410	23.942	0.239
30.420	24.200	0.239
30.430	24.466	0.239
30.440	24.694	0.239
30.450	24.934	0.239
30.460	25.175	0.239
30.470	25.342	0.239
30.480	25.587	0.239
30.490	25.785	0.239
30.500	25.956	0.239
30.510	26.158	0.239
30.520	26.304	0.239
30.530	26.437	0.239
30.540	26.604	0.239
30.550	26.681	0.239
30.560	26.771	0.239
30.570	26.870	0.239
30.580	26.925	0.239
30.590	26.942	0.239
30.600	26.959	0.239
30.610	26.946	0.239
30.620	26.915	0.239
30.630	26.868	0.239
30.640	26.769	0.239
30.650	26.682	0.239
30.660	26.605	0.239
30.670	26.424	0.239
30.680	26.312	0.239
30.690	26.148	0.239
30.700	25.954	0.239
30.710	25.769	0.239
30.720	25.584	0.239
30.730	25.343	0.239
30.740	25.136	0.239
30.750	24.908	0.239
30.760	24.650	0.239
30.770	24.430	0.239
30.780	24.163	0.239
30.790	23.905	0.239
30.800	23.690	0.239
30.810	23.449	0.239
30.820	23.220	0.239
30.830	22.962	0.239
30.840	22.713	0.239
30.850	22.519	0.239
30.860	22.282	0.239
30.870	22.067	0.239
30.880	21.899	0.239
30.890	21.684	0.239
30.900	21.550	0.239
30.910	21.386	0.239
30.920	21.248	0.239
30.930	21.162	0.239
30.940	21.058	0.239
30.950	20.947	0.239
30.960	20.912	0.239
30.970	20.881	0.239
30.980	20.868	0.239
30.990	20.877	0.239
31.000	20.893	0.239
31.010	20.928	0.239
31.020	21.018	0.239
31.030	21.138	0.239
31.040	21.214	0.239
31.050	21.326	0.239
31.060	21.515	0.239
31.070	21.622	0.239
31.080	21.854	0.239
31.090	21.991	0.239
31.100	22.240	0.239
31.110	22.416	0.239
31.120	22.639	0.239
31.130	22.902	0.239
31.140	23.125	0.239
31.150	23.340	0.239
31.160	23.606	0.239
31.170	23.855	0.239
31.180	24.100	0.239
31.190	24.344	0.239
31.200	24.585	0.239
31.210	24.830	0.239
31.220	25.032	0.239
31.230	25.263	0.239
31.240	25.495	0.239
31.250	25.659	0.239
31.260	25.912	0.239
31.270	26.023	0.239
31.280	26.264	0.239
31.290	26.332	0.239
31.300	26.517	0.239
31.310	26.628	0.239
31.320	26.684	0.239
31.330	26.765	0.239
31.340	26.834	0.239
31.350	26.885	0.239
31.360	26.911	0.239
31.370	26.902	0.239
31.380	26.871	0.239
31.390	26.807	0.239
31.400	26.720	0.239
31.410	26.664	0.239
31.420	26.599	0.239
31.430	26.401	0.239
31.440	26.302	0.239
31.450	26.151	0.239
31.460	25.987	0.239
31.470	25.815	0.239
31.480	25.622	0.239
31.490	25.393	0.239
31.500	25.195	0.239
31.510	24.954	0.239
31.520	24.734	0.239
31.530	24.489	0.239
31.540	24.235	0.239
31.550	23.998	0.239
31.560	23.753	0.239
31.570	23.503	0.239
31.580	23.262	0.239
31.590	23.004	0.239
31.600	22.789	0.239
31.610	22.569	0.239
31.620	22.324	0.239
31.630	22.134	0.239
31.640	21.936	0.239
31.650	21.755	0.239
31.660	21.587	0.239
31.670	21.462	0.239
31.680	21.277	0.239
31.690	21.195	0.239
31.700	21.122	0.239
31.710	21.010	0.239
31.720	20.941	0.239
31.730	20.901	0.239
31.740	20.884	0.239
31.750	20.892	0.239
31.760	20.909	0.239
31.770	20.944	0.239
31.780	21.033	0.239
31.790	21.136	0.239
31.800	21.222	0.239
31.810	21.338	0.239
31.820	21.501	0.239
31.830	21.629	0.239
31.840	21.827	0.239
31.850	21.977	0.239
31.860	22.209	0.239
31.870	22.389	0.239
31.880	22.613	0.239
31.890	22.870	0.239
31.900	23.076	0.239
31.910	23.312	0.239
31.920	23.579	0.239
31.930	23.819	0.239
31.940	24.025	0.239
31.950	24.270	0.239
31.960	24.528	0.239
31.970	24.768	0.239
31.980	24.992	0.239
31.990	25.232	0.239
32.000	25.438	0.239
32.010	25.636	0.239
32.020	25.855	0.239
32.030	26.005	0.239
32.040	26.215	0.239
32.050	26.322	0.239
32.060	26.477	0.239
32.070	26.610	0.239
32.080	26.674	0.239
32.090	26.747	0.239
32.100	26.828	0.239
32.110	26.897	0.239
32.120	26.918	0.239
32.130	26.913	0.239
32.140	26.887	0.239
32.150	26.827	0.239
32.160	26.745	0.239
32.170	26.684	0.239
32.180	26.620	0.239
32.190	26.456	0.239
32.200	26.331	0.239
32.210	26.210	0.239
32.220	25.995	0.239
32.230	25.874	0.239
32.240	25.629	0.239
32.250	25.444	0.239
32.260	25.237	0.239
32.270	24.996	0.239
32.280	24.780	0.239
32.290	24.531	0.239
32.300	24.273	0.239
32.310	24.083	0.239
32.320	23.825	0.239
32.330	23.579	0.239
32.340	23.325	0.239
32.350	23.089	0.239
32.360	22.873	0.239
32.370	22.636	0.239
32.380	22.400	0.239
32.390	22.232	0.239
32.400	21.991	0.239
32.410	21.844	0.239
32.420	21.633	0.239
32.430	21.526	0.239
32.440	21.336	0.239
32.450	21.241	0.239
32.460	21.168	0.239
32.470	21.052	0.239
32.480	20.965	0.239
32.490	20.913	0.239
32.500	20.900	0.239
32.510	20.900	0.239
32.520	20.908	0.239
32.530	20.951	0.239
32.540	21.019	0.239
32.550	21.122	0.239
32.560	21.212	0.239
32.570	21.281	0.239
32.580	21.461	0.239
32.590	21.594	0.239
32.600	21.757	0.239
32.610	21.933	0.239
32.620	22.135	0.239
32.630	22.319	0.239
32.640	22.551	0.239
32.650	22.766	0.239
32.660	22.980	0.239
32.670	23.247	0.239
32.680	23.483	0.239
32.690	23.711	0.239
32.700	23.960	0.239
32.710	24.209	0.239
32.720	24.454	0.239
32.730	24.694	0.239
32.740	24.922	0.239
32.750	25.145	0.239
32.760	25.360	0.239
32.770	25.579	0.239
32.780	25.703	0.239
32.790	25.935	0.239
32.800	26.059	0.239
32.810	26.278	0.239
32.820	26.347	0.239
32.830	26.523	0.239
32.840	26.626	0.239
32.850	26.681	0.239
32.860	26.741	0.239
32.870	26.810	0.239
32.880	26.839	0.239
32.890	26.847	0.239
32.900	26.843	0.239
32.910	26.783	0.239
32.920	26.718	0.239
32.930	26.666	0.239
32.940	26.597	0.239
32.950	26.485	0.239
32.960	26.325	0.239
32.970	26.235	0.239
32.980	26.024	0.239
32.990	25.895	0.239
33.000	25.653	0.239
33.010	25.528	0.239
33.020	25.305	0.239
33.030	25.076	0.239
33.040	24.865	0.239
33.050	24.624	0.239
33.060	24.387	0.239
33.070	24.159	0.239
33.080	23.905	0.239
33.090	23.673	0.239
33.100	23.432	0.239
33.110	23.199	0.239
33.120	22.962	0.239
33.130	22.726	0.239
33.140	22.528	0.239
33.150	22.308	0.239
33.160	22.110	0.239
33.170	21.925	0.239
33.180	21.752	0.239
33.190	21.593	0.239
33.200	21.468	0.239
33.210	21.317	0.239
33.220	21.223	0.239
33.230	21.149	0.239
33.240	21.080	0.239
33.250	21.002	0.239
33.260	20.972	0.239
33.270	20.950	0.239
33.280	20.959	0.239
33.290	21.001	0.239
33.300	21.065	0.239
33.310	21.147	0.239
33.320	21.224	0.239
33.330	21.305	0.239
33.340	21.460	0.239
33.350	21.593	0.239
33.360	21.739	0.239
33.370	21.910	0.239
33.380	22.095	0.239
33.390	22.292	0.239
33.400	22.524	0.239
33.410	22.700	0.239
33.420	22.940	0.239
33.430	23.194	0.239
33.440	23.400	0.239
33.450	23.641	0.239
33.460	23.890	0.239
33.470	24.113	0.239
33.480	24.323	0.239
33.490	24.577	0.239
33.500	24.813	0.239
33.510	25.015	0.239
33.520	25.268	0.239
33.530	25.453	0.239
33.540	25.659	0.239
33.550	25.878	0.239
33.560	25.998	0.239
33.570	26.199	0.239
33.580	26.324	0.239
33.590	26.405	0.239
33.600	26.586	0.239
33.610	26.654	0.239
33.620	26.684	0.239
33.630	26.744	0.239
33.640	26.769	0.239
33.650	26.799	0.239
33.660	26.795	0.239
33.670	26.755	0.239
33.680	26.712	0.239
33.690	26.669	0.239
33.700	26.617	0.239
33.710	26.470	0.239
33.720	26.337	0.239
33.730	26.255	0.239
33.740	26.040	0.239
33.750	25.941	0.239
33.760	25.682	0.239
33.770	25.553	0.239
33.780	25.316	0.239
33.790	25.097	0.239
33.800	24.898	0.239
33.810	24.649	0.239
33.820	24.472	0.239
33.830	24.218	0.239
33.840	23.973	0.239
33.850	23.740	0.239
33.860	23.512	0.239
33.870	23.263	0.239
33.880	23.017	0.239
33.890	22.811	0.239
33.900	22.591	0.239
33.910	22.358	0.239
33.920	22.195	0.239
33.930	21.967	0.239
33.940	21.833	0.239
33.950	21.626	0.239
33.960	21.531	0.239
33.970	21.368	0.239
33.980	21.247	0.239
33.990	21.195	0.239
34.000	21.117	0.239
34.010	21.036	0.239
34.020	20.988	0.239
34.030	20.970	0.239
34.040	20.962	0.239
34.050	21.009	0.239
34.060	21.068	0.239
34.070	21.137	0.239
34.080	21.201	0.239
34.090	21.265	0.239
34.100	21.432	0.239
34.110	21.557	0.239
34.120	21.669	0.239
34.130	21.892	0.239
34.140	22.025	0.239
34.150	22.248	0.239
34.160	22.446	0.239
34.170	22.647	0.239
34.180	22.883	0.239
34.190	23.107	0.239
34.200	23.326	0.239
34.210	23.570	0.239
34.220	23.824	0.239
34.230	24.052	0.239
34.240	24.296	0.239
34.250	24.537	0.239
34.260	24.760	0.239
34.270	24.988	0.239
34.280	25.215	0.239
34.290	25.404	0.239
34.300	25.593	0.239
34.310	25.778	0.239
34.320	25.949	0.239
34.330	26.104	0.239
34.340	26.276	0.239
34.350	26.357	0.239
34.360	26.524	0.239
34.370	26.610	0.239
34.380	26.661	0.239
34.390	26.712	0.239
34.400	26.755	0.239
34.410	26.785	0.239
34.420	26.793	0.239
34.430	26.758	0.239
34.440	26.724	0.239
34.450	26.668	0.239
34.460	26.607	0.239
34.470	26.529	0.239
34.480	26.366	0.239
34.490	26.279	0.239
34.500	26.116	0.239
34.510	25.965	0.239
34.520	25.780	0.239
34.530	25.607	0.239
34.540	25.392	0.239
34.550	25.198	0.239
34.560	24.966	0.239
34.570	24.742	0.239
34.580	24.544	0.239
34.590	24.303	0.239
34.600	24.066	0.239
34.610	23.838	0.239
34.620	23.589	0.239
34.630	23.339	0.239
34.640	23.123	0.239
34.650	22.904	0.239
34.660	22.654	0.239
34.670	22.469	0.239
34.680	22.267	0.239
34.690	22.064	0.239
34.700	21.905	0.239
34.710	21.694	0.239
34.720	21.582	0.239
34.730	21.453	0.239
34.740	21.289	0.239
34.750	21.224	0.239
34.760	21.159	0.239
34.770	21.082	0.239
34.780	21.021	0.239
34.790	20.986	0.239
34.800	20.982	0.239
34.810	21.007	0.239
34.820	21.058	0.239
34.830	21.144	0.239
34.840	21.200	0.239
34.850	21.260	0.239
34.860	21.380	0.239
34.870	21.534	0.239
34.880	21.629	0.239
34.890	21.839	0.239
34.900	21.976	0.239
34.910	22.187	0.239
34.920	22.354	0.239
34.930	22.586	0.239
34.940	22.796	0.239
34.950	23.007	0.239
34.960	23.264	0.239
34.970	23.500	0.239
34.980	23.724	0.239
34.990	23.956	0.239
35.000	24.205	0.239
35.010	24.441	0.239
35.020	24.626	0.239
35.030	24.879	0.239
35.040	25.076	0.239
35.050	25.291	0.239
35.060	25.519	0.239
35.070	25.673	0.239
35.080	25.896	0.239
35.090	26.016	0.239
35.100	26.214	0.239
35.110	26.325	0.239
35.120	26.424	0.239
35.130	26.578	0.239
35.140	26.643	0.239
35.150	26.681	0.239
35.160	26.711	0.239
35.170	26.749	0.239
35.180	26.753	0.239
35.190	26.731	0.239
35.200	26.706	0.239
35.210	26.662	0.239
35.220	26.606	0.239
35.230	26.533	0.239
35.240	26.369	0.239
35.250	26.304	0.239
35.260	26.141	0.239
35.270	25.968	0.239
35.280	25.834	0.239
35.290	25.628	0.239
35.300	25.434	0.239
35.310	25.244	0.239
35.320	25.012	0.239
35.330	24.827	0.239
35.340	24.599	0.239
35.350	24.371	0.239
35.360	24.134	0.239
35.370	23.897	0.239
35.380	23.656	0.239
35.390	23.432	0.239
35.400	23.208	0.239
35.410	22.959	0.239
35.420	22.743	0.239
35.430	22.550	0.239
35.440	22.313	0.239
35.450	22.157	0.239
35.460	21.951	0.239
35.470	21.804	0.239
35.480	21.619	0.239
35.490	21.516	0.239
35.500	21.365	0.239
35.510	21.261	0.239
35.520	21.193	0.239
35.530	21.132	0.239
35.540	21.084	0.239
35.550	21.037	0.239
35.560	21.032	0.239
35.570	21.045	0.239
35.580	21.087	0.239
35.590	21.147	0.239
35.600	21.194	0.239
35.610	21.250	0.239
35.620	21.383	0.239
35.630	21.529	0.239
35.640	21.619	0.239
35.650	21.820	0.239
35.660	21.958	0.239
35.670	22.155	0.239
35.680	22.327	0.239
35.690	22.554	0.239
35.700	22.756	0.239
35.710	22.971	0.239
35.720	23.211	0.239
35.730	23.443	0.239
35.740	23.667	0.239
35.750	23.903	0.239
35.760	24.152	0.239
35.770	24.375	0.239
35.780	24.599	0.239
35.790	24.843	0.239
35.800	25.011	0.239
35.810	25.238	0.239
35.820	25.431	0.239
35.830	25.625	0.239
35.840	25.826	0.239
35.850	25.972	0.239
35.860	26.127	0.239
35.870	26.294	0.239
35.880	26.358	0.239
35.890	26.500	0.239
35.900	26.603	0.239
35.910	26.650	0.239
35.920	26.675	0.239
35.930	26.714	0.239
35.940	26.718	0.239
35.950	26.709	0.239
35.960	26.691	0.239
35.970	26.657	0.239
35.980	26.626	0.239
35.990	26.531	0.239
36.000	26.376	0.239
36.010	26.316	0.239
36.020	26.161	0.239
36.030	25.984	0.239
36.040	25.863	0.239
36.050	25.644	0.239
36.060	25.471	0.239
36.070	25.278	0.239
36.080	25.050	0.239
36.090	24.847	0.239
36.100	24.614	0.239
36.110	24.421	0.239
36.120	24.193	0.239
36.130	23.948	0.239
36.140	23.711	0.239
36.150	23.495	0.239
36.160	23.259	0.239
36.170	23.005	0.239
36.180	22.819	0.239
36.190	22.600	0.239
36.200	22.367	0.239
36.210	22.221	0.239
36.220	21.993	0.239
36.230	21.863	0.239
36.240	21.657	0.239
36.250	21.562	0.239
36.260	21.445	0.239
36.270	21.299	0.239
36.280	21.226	0.239
36.290	21.187	0.239
36.300	21.130	0.239
36.310	21.079	0.239
36.320	21.065	0.239
36.330	21.069	0.239
36.340	21.104	0.239
36.350	21.159	0.239
36.360	21.202	0.239
36.370	21.248	0.239
36.380	21.360	0.239
36.390	21.506	0.239
36.400	21.617	0.239
36.410	21.776	0.239
36.420	21.935	0.239
36.430	22.111	0.239
36.440	22.295	0.239
36.450	22.506	0.239
36.460	22.699	0.239
36.470	22.927	0.239
36.480	23.146	0.239
36.490	23.361	0.239
36.500	23.601	0.239
36.510	23.837	0.239
36.520	24.077	0.239
36.530	24.297	0.239
36.540	24.516	0.239
36.550	24.730	0.239
36.560	24.940	0.239
36.570	25.181	0.239
36.580	25.349	0.239
36.590	25.576	0.239
36.600	25.722	0.239
36.610	25.928	0.239
36.620	26.035	0.239
36.630	26.241	0.239
36.640	26.318	0.239
36.650	26.426	0.239
36.660	26.559	0.239
36.670	26.618	0.239
36.680	26.657	0.239
36.690	26.691	0.239
36.700	26.691	0.239
36.710	26.699	0.239
36.720	26.677	0.239
36.730	26.651	0.239
36.740	26.620	0.239
36.750	26.543	0.239
36.760	26.388	0.239
36.770	26.310	0.239
36.780	26.211	0.239
36.790	26.013	0.239
36.800	25.901	0.239
36.810	25.668	0.239
36.820	25.552	0.239
36.830	25.354	0.239
36.840	25.152	0.239
36.850	24.945	0.239
36.860	24.725	0.239
36.870	24.501	0.239
36.880	24.269	0.239
36.890	24.041	0.239
36.900	23.817	0.239
36.910	23.580	0.239
36.920	23.339	0.239
36.930	23.128	0.239
36.940	22.917	0.239
36.950	22.672	0.239
36.960	22.491	0.239
36.970	22.284	0.239
36.980	22.095	0.239
36.990	21.935	0.239
37.000	21.776	0.239
37.010	21.604	0.239
37.020	21.521	0.239
37.030	21.383	0.239
37.040	21.263	0.239
37.050	21.215	0.239
37.060	21.168	0.239
37.070	21.129	0.239
37.080	21.116	0.239
37.090	21.107	0.239
37.100	21.124	0.239
37.110	21.166	0.239
37.120	21.200	0.239
37.130	21.256	0.239
37.140	21.342	0.239
37.150	21.483	0.239
37.160	21.599	0.239
37.170	21.724	0.239
37.180	21.899	0.239
37.190	22.050	0.239
37.200	22.260	0.239
37.210	22.419	0.239
37.220	22.633	0.239
37.230	22.865	0.239
37.240	23.045	0.239
37.250	23.291	0.239
37.260	23.522	0.239
37.270	23.745	0.239
37.280	23.973	0.239
37.290	24.205	0.239
37.300	24.437	0.239
37.310	24.651	0.239
37.320	24.853	0.239
37.330	25.055	0.239
37.340	25.270	0.239
37.350	25.454	0.239
37.360	25.648	0.239
37.370	25.832	0.239
37.380	25.974	0.239
37.390	26.107	0.239
37.400	26.291	0.239
37.410	26.351	0.239
37.420	26.450	0.239
37.430	26.578	0.239
37.440	26.647	0.239
37.450	26.655	0.239
37.460	26.668	0.239
37.470	26.676	0.239
37.480	26.663	0.239
37.490	26.637	0.239
37.500	26.620	0.239
37.510	26.529	0.239
37.520	26.387	0.239
37.530	26.335	0.239
37.540	26.236	0.239
37.550	26.042	0.239
37.560	25.956	0.239
37.570	25.714	0.239
37.580	25.611	0.239
37.590	25.370	0.239
37.600	25.193	0.239
37.610	24.978	0.239
37.620	24.763	0.239
37.630	24.539	0.239
37.640	24.310	0.239
37.650	24.095	0.239
37.660	23.880	0.239
37.670	23.652	0.239
37.680	23.428	0.239
37.690	23.230	0.239
37.700	22.980	0.239
37.710	22.774	0.239
37.720	22.584	0.239
37.730	22.356	0.239
37.740	22.201	0.239
37.750	22.003	0.239
37.760	21.869	0.239
37.770	21.671	0.239
37.780	21.580	0.239
37.790	21.469	0.239
37.800	21.331	0.239
37.810	21.266	0.239
37.820	21.210	0.239
37.830	21.175	0.239
37.840	21.157	0.239
37.850	21.144	0.239
37.860	21.170	0.239
37.870	21.187	0.239
37.880	21.216	0.239
37.890	21.272	0.239
37.900	21.353	0.239
37.910	21.478	0.239
37.920	21.589	0.239
37.930	21.701	0.239
37.940	21.881	0.239
37.950	22.022	0.239
37.960	22.229	0.239
37.970	22.375	0.239
37.980	22.602	0.239
37.990	22.808	0.239
38.000	23.006	0.239
38.010	23.246	0.239
38.020	23.456	0.239
38.030	23.684	0.239
38.040	23.912	0.239
38.050	24.139	0.239
38.060	24.367	0.239
38.070	24.590	0.239
38.080	24.809	0.239
38.090	25.020	0.239
38.100	25.230	0.239
38.110	25.410	0.239
38.120	25.616	0.239
38.130	25.741	0.239
38.140	25.938	0.239
38.150	26.041	0.239
38.160	26.226	0.239
38.170	26.311	0.239
38.180	26.397	0.239
38.190	26.517	0.239
38.200	26.594	0.239
38.210	26.624	0.239
38.220	26.636	0.239
38.230	26.654	0.239
38.240	26.645	0.239
38.250	26.618	0.239
38.260	26.601	0.239
38.270	26.536	0.239
38.280	26.411	0.239
38.290	26.312	0.239
38.300	26.243	0.239
38.310	26.062	0.239
38.320	25.946	0.239
38.330	25.808	0.239
38.340	25.640	0.239
38.350	25.450	0.239
38.360	25.256	0.239
38.370	25.050	0.239
38.380	24.843	0.239
38.390	24.611	0.239
38.400	24.408	0.239
38.410	24.176	0.239
38.420	23.948	0.239
38.430	23.715	0.239
38.440	23.496	0.239
38.450	23.272	0.239
38.460	23.031	0.239
38.470	22.845	0.239
38.480	22.621	0.239
38.490	22.419	0.239
38.500	22.251	0.239
38.510	22.044	0.239
38.520	21.907	0.239
38.530	21.730	0.239
38.540	21.609	0.239
38.550	21.515	0.239
38.560	21.381	0.239
38.570	21.273	0.239
38.580	21.221	0.239
38.590	21.195	0.239
38.600	21.165	0.239
38.610	21.147	0.239
38.620	21.160	0.239
38.630	21.177	0.239
38.640	21.202	0.239
38.650	21.249	0.239
38.660	21.305	0.239
38.670	21.438	0.239
38.680	21.567	0.239
38.690	21.644	0.239
38.700	21.850	0.239
38.710	21.974	0.239
38.720	22.154	0.239
38.730	22.326	0.239
38.740	22.545	0.239
38.750	22.708	0.239
38.760	22.949	0.239
38.770	23.176	0.239
38.780	23.361	0.239
38.790	23.614	0.239
38.800	23.820	0.239
38.810	24.031	0.239
38.820	24.267	0.239
38.830	24.498	0.239
38.840	24.722	0.239
38.850	24.928	0.239
38.860	25.134	0.239
38.870	25.327	0.239
38.880	25.551	0.239
38.890	25.675	0.239
38.900	25.911	0.239
38.910	26.006	0.239
38.920	26.156	0.239
38.930	26.314	0.239
38.940	26.357	0.239
38.950	26.451	0.239
38.960	26.589	0.239
38.970	26.627	0.239
38.980	26.648	0.239
38.990	26.665	0.239
39.000	26.656	0.239
39.010	26.651	0.239
39.020	26.626	0.239
39.030	26.569	0.239
39.040	26.453	0.239
39.050	26.345	0.239
39.060	26.289	0.239
39.070	26.134	0.239
39.080	25.987	0.239
39.090	25.858	0.239
39.100	25.660	0.239
39.110	25.509	0.239
39.120	25.294	0.239
39.130	25.113	0.239
39.140	24.902	0.239
39.150	24.691	0.239
