Motion Sensor Data File Oct 15, 2024 2:30 PM
Time (s)	Distance (cm)	Dist Error (cm)
14.830	21.915	0.239
14.840	21.639	0.239
14.850	21.480	0.239
14.860	21.123	0.239
14.870	20.998	0.239
14.880	20.744	0.239
14.890	20.580	0.239
14.900	20.391	0.239
14.910	20.412	0.239
14.920	20.145	0.239
14.930	20.063	0.239
14.940	20.045	0.239
14.950	20.071	0.239
14.960	20.084	0.239
14.970	20.057	0.239
14.980	20.083	0.239
14.990	20.164	0.239
15.000	20.426	0.239
15.010	20.413	0.239
15.020	20.667	0.239
15.030	20.821	0.239
15.040	21.049	0.239
15.050	21.199	0.239
15.060	21.508	0.239
15.070	21.714	0.239
15.080	21.959	0.239
15.090	22.255	0.239
15.100	22.543	0.239
15.110	22.835	0.239
15.120	23.136	0.239
15.130	23.423	0.239
15.140	23.737	0.239
15.150	24.038	0.239
15.160	24.330	0.239
15.170	24.605	0.239
15.180	24.918	0.239
15.190	25.210	0.239
15.200	25.494	0.239
15.210	25.734	0.239
15.220	25.987	0.239
15.230	26.288	0.239
15.240	26.482	0.239
15.250	26.645	0.239
15.260	26.889	0.239
15.270	26.902	0.239
15.280	27.013	0.239
15.290	27.125	0.239
15.300	27.219	0.239
15.310	27.309	0.239
15.320	27.373	0.239
15.330	27.416	0.239
15.340	27.420	0.239
15.350	27.390	0.239
15.360	27.333	0.239
15.370	27.256	0.239
15.380	27.165	0.239
15.390	27.083	0.239
15.400	26.907	0.239
15.410	26.756	0.239
15.420	26.571	0.239
15.430	26.566	0.239
15.440	26.286	0.239
15.450	26.101	0.239
15.460	25.890	0.239
15.470	25.606	0.239
15.480	25.335	0.239
15.490	25.038	0.239
15.500	24.758	0.239
15.510	24.479	0.239
15.520	24.164	0.239
15.530	23.854	0.239
15.540	23.558	0.239
15.550	23.239	0.239
15.560	22.972	0.239
15.570	22.697	0.239
15.580	22.417	0.239
15.590	22.176	0.239
15.600	21.909	0.239
15.610	21.633	0.239
15.620	21.444	0.239
15.630	21.216	0.239
15.640	21.009	0.239
15.650	20.858	0.239
15.660	20.699	0.239
15.670	20.548	0.239
15.680	20.483	0.239
15.690	20.380	0.239
15.700	20.276	0.239
15.710	20.259	0.239
15.720	20.250	0.239
15.730	20.267	0.239
15.740	20.297	0.239
15.750	20.391	0.239
15.760	20.502	0.239
15.770	20.566	0.239
15.780	20.734	0.239
15.790	20.884	0.239
15.800	21.064	0.239
15.810	21.232	0.239
15.820	21.485	0.239
15.830	21.666	0.239
15.840	21.927	0.239
15.850	22.211	0.239
15.860	22.469	0.239
15.870	22.735	0.239
15.880	22.997	0.239
15.890	23.289	0.239
15.900	23.603	0.239
15.910	23.903	0.239
15.920	24.195	0.239
15.930	24.509	0.239
15.940	24.797	0.239
15.950	25.063	0.239
15.960	25.342	0.239
15.970	25.621	0.239
15.980	25.900	0.239
15.990	26.094	0.239
16.000	26.308	0.239
16.010	26.562	0.239
16.020	26.695	0.239
16.030	26.914	0.239
16.040	27.029	0.239
16.050	27.197	0.239
16.060	27.283	0.239
16.070	27.355	0.239
16.080	27.411	0.239
16.090	27.449	0.239
16.100	27.479	0.239
16.110	27.462	0.239
16.120	27.409	0.239
16.130	27.354	0.239
16.140	27.284	0.239
16.150	27.198	0.239
16.160	27.026	0.239
16.170	26.914	0.239
16.180	26.698	0.239
16.190	26.556	0.239
16.200	26.298	0.239
16.210	26.091	0.239
16.220	25.885	0.239
16.230	25.618	0.239
16.240	25.338	0.239
16.250	25.063	0.239
16.260	24.783	0.239
16.270	24.503	0.239
16.280	24.193	0.239
16.290	23.896	0.239
16.300	23.599	0.239
16.310	23.289	0.239
16.320	23.001	0.239
16.330	22.725	0.239
16.340	22.471	0.239
16.350	22.213	0.239
16.360	21.921	0.239
16.370	21.662	0.239
16.380	21.503	0.239
16.390	21.214	0.239
16.400	21.085	0.239
16.410	20.861	0.239
16.420	20.758	0.239
16.430	20.581	0.239
16.440	20.508	0.239
16.450	20.434	0.239
16.460	20.352	0.239
16.470	20.266	0.239
16.480	20.249	0.239
16.490	20.283	0.239
16.500	20.330	0.239
16.510	20.420	0.239
16.520	20.510	0.239
16.530	20.574	0.239
16.540	20.741	0.239
16.550	20.883	0.239
16.560	21.050	0.239
16.570	21.244	0.239
16.580	21.463	0.239
16.590	21.656	0.239
16.600	21.922	0.239
16.610	22.184	0.239
16.620	22.437	0.239
16.630	22.708	0.239
16.640	22.987	0.239
16.650	23.249	0.239
16.660	23.563	0.239
16.670	23.855	0.239
16.680	24.147	0.239
16.690	24.456	0.239
16.700	24.740	0.239
16.710	25.006	0.239
16.720	25.306	0.239
16.730	25.585	0.239
16.740	25.848	0.239
16.750	26.045	0.239
16.760	26.281	0.239
16.770	26.547	0.239
16.780	26.612	0.239
16.790	26.753	0.239
16.800	26.843	0.239
16.810	27.023	0.239
16.820	27.131	0.239
16.830	27.204	0.239
16.840	27.259	0.239
16.850	27.315	0.239
16.860	27.340	0.239
16.870	27.331	0.239
16.880	27.292	0.239
16.890	27.236	0.239
16.900	27.163	0.239
16.910	27.179	0.239
16.920	26.943	0.239
16.930	26.792	0.239
16.940	26.641	0.239
16.950	26.448	0.239
16.960	26.215	0.239
16.970	26.236	0.239
16.980	25.944	0.239
16.990	25.646	0.239
17.000	25.474	0.239
17.010	25.212	0.239
17.020	24.936	0.239
17.030	24.622	0.239
17.040	24.321	0.239
17.050	24.049	0.239
17.060	23.753	0.239
17.070	23.451	0.239
17.080	23.202	0.239
17.090	22.909	0.239
17.100	22.603	0.239
17.110	22.328	0.239
17.120	22.070	0.239
17.130	21.846	0.239
17.140	21.592	0.239
17.150	21.359	0.239
17.160	21.187	0.239
17.170	20.955	0.239
17.180	20.830	0.239
17.190	20.666	0.239
17.200	20.532	0.239
17.210	20.472	0.239
17.220	20.373	0.239
17.230	20.235	0.239
17.240	20.166	0.239
17.250	20.170	0.239
17.260	20.187	0.239
17.270	20.298	0.239
17.280	20.448	0.239
17.290	20.453	0.239
17.300	20.542	0.239
17.310	20.796	0.239
17.320	20.847	0.239
17.330	21.144	0.239
17.340	21.246	0.239
17.350	21.525	0.239
17.360	21.800	0.239
17.370	21.968	0.239
17.380	22.256	0.239
17.390	22.552	0.239
17.400	22.839	0.239
17.410	23.115	0.239
17.420	23.402	0.239
17.430	23.686	0.239
17.440	23.991	0.239
17.450	24.279	0.239
17.460	24.566	0.239
17.470	24.871	0.239
17.480	25.150	0.239
17.490	25.404	0.239
17.500	25.670	0.239
17.510	25.941	0.239
17.520	26.155	0.239
17.530	26.361	0.239
17.540	26.602	0.239
17.550	26.735	0.239
17.560	26.919	0.239
17.570	27.018	0.239
17.580	27.181	0.239
17.590	27.267	0.239
17.600	27.331	0.239
17.610	27.387	0.239
17.620	27.416	0.239
17.630	27.420	0.239
17.640	27.407	0.239
17.650	27.360	0.239
17.660	27.295	0.239
17.670	27.226	0.239
17.680	27.092	0.239
17.690	26.963	0.239
17.700	26.821	0.239
17.710	26.631	0.239
17.720	26.446	0.239
17.730	26.261	0.239
17.740	25.998	0.239
17.750	25.770	0.239
17.760	25.538	0.239
17.770	25.258	0.239
17.780	24.986	0.239
17.790	24.707	0.239
17.800	24.423	0.239
17.810	24.143	0.239
17.820	23.850	0.239
17.830	23.549	0.239
17.840	23.257	0.239
17.850	22.994	0.239
17.860	22.714	0.239
17.870	22.464	0.239
17.880	22.210	0.239
17.890	21.952	0.239
17.900	21.698	0.239
17.910	21.513	0.239
17.920	21.272	0.239
17.930	21.121	0.239
17.940	20.914	0.239
17.950	20.815	0.239
17.960	20.656	0.239
17.970	20.548	0.239
17.980	20.505	0.239
17.990	20.453	0.239
18.000	20.405	0.239
18.010	20.400	0.239
18.020	20.426	0.239
18.030	20.477	0.239
18.040	20.520	0.239
18.050	20.576	0.239
18.060	20.726	0.239
18.070	20.855	0.239
18.080	20.975	0.239
18.090	21.194	0.239
18.100	21.357	0.239
18.110	21.576	0.239
18.120	21.820	0.239
18.130	22.031	0.239
18.140	22.289	0.239
18.150	22.572	0.239
18.160	22.847	0.239
18.170	23.096	0.239
18.180	23.362	0.239
18.190	23.654	0.239
18.200	23.951	0.239
18.210	24.243	0.239
18.220	24.535	0.239
18.230	24.827	0.239
18.240	25.089	0.239
18.250	25.351	0.239
18.260	25.639	0.239
18.270	25.914	0.239
18.280	26.076	0.239
18.290	26.326	0.239
18.300	26.566	0.239
18.310	26.695	0.239
18.320	26.901	0.239
18.330	27.008	0.239
18.340	27.154	0.239
18.350	27.261	0.239
18.360	27.325	0.239
18.370	27.377	0.239
18.380	27.398	0.239
18.390	27.402	0.239
18.400	27.397	0.239
18.410	27.358	0.239
18.420	27.298	0.239
18.430	27.233	0.239
18.440	27.091	0.239
18.450	26.983	0.239
18.460	26.828	0.239
18.470	26.643	0.239
18.480	26.449	0.239
18.490	26.285	0.239
18.500	25.993	0.239
18.510	25.820	0.239
18.520	25.579	0.239
18.530	25.299	0.239
18.540	25.028	0.239
18.550	24.753	0.239
18.560	24.477	0.239
18.570	24.181	0.239
18.580	23.879	0.239
18.590	23.599	0.239
18.600	23.285	0.239
18.610	22.997	0.239
18.620	22.738	0.239
18.630	22.493	0.239
18.640	22.222	0.239
18.650	21.930	0.239
18.660	21.710	0.239
18.670	21.507	0.239
18.680	21.163	0.239
18.690	21.107	0.239
18.700	20.767	0.239
18.710	20.771	0.239
18.720	20.534	0.239
18.730	20.409	0.239
18.740	20.426	0.239
18.750	20.374	0.239
18.760	20.275	0.239
18.770	20.241	0.239
18.780	20.279	0.239
18.790	20.390	0.239
18.800	20.433	0.239
18.810	20.411	0.239
18.820	20.527	0.239
18.830	20.772	0.239
18.840	20.827	0.239
18.850	21.107	0.239
18.860	21.205	0.239
18.870	21.506	0.239
18.880	21.678	0.239
18.890	21.922	0.239
18.900	22.214	0.239
18.910	22.463	0.239
18.920	22.708	0.239
18.930	22.992	0.239
18.940	23.275	0.239
18.950	23.571	0.239
18.960	23.872	0.239
18.970	24.160	0.239
18.980	24.448	0.239
18.990	24.705	0.239
19.000	24.971	0.239
19.010	25.268	0.239
19.020	25.547	0.239
19.030	25.766	0.239
19.040	25.998	0.239
19.050	26.269	0.239
19.060	26.419	0.239
19.070	26.646	0.239
19.080	26.805	0.239
19.090	26.921	0.239
19.100	27.032	0.239
19.110	27.165	0.239
19.120	27.092	0.239
19.130	27.165	0.239
19.140	27.190	0.239
19.150	27.207	0.239
19.160	27.211	0.239
19.170	27.181	0.239
19.180	27.142	0.239
19.190	27.077	0.239
19.200	26.961	0.239
19.210	26.831	0.239
19.220	26.810	0.239
19.230	26.517	0.239
19.240	26.448	0.239
19.250	26.267	0.239
19.260	26.103	0.239
19.270	25.935	0.239
19.280	25.660	0.239
19.290	25.401	0.239
19.300	25.161	0.239
19.310	24.885	0.239
19.320	24.605	0.239
19.330	24.308	0.239
19.340	24.028	0.239
19.350	23.753	0.239
19.360	23.465	0.239
19.370	23.206	0.239
19.380	22.931	0.239
19.390	22.638	0.239
19.400	22.371	0.239
19.410	22.143	0.239
19.420	21.902	0.239
19.430	21.644	0.239
19.440	21.480	0.239
19.450	21.248	0.239
19.460	21.114	0.239
19.470	20.920	0.239
19.480	20.808	0.239
19.490	20.679	0.239
19.500	20.571	0.239
19.510	20.519	0.239
19.520	20.502	0.239
19.530	20.471	0.239
19.540	20.471	0.239
19.550	20.496	0.239
19.560	20.522	0.239
19.570	20.560	0.239
19.580	20.676	0.239
19.590	20.813	0.239
19.600	20.916	0.239
19.610	21.114	0.239
19.620	21.247	0.239
19.630	21.483	0.239
19.640	21.646	0.239
19.650	21.895	0.239
19.660	22.144	0.239
19.670	22.359	0.239
19.680	22.625	0.239
19.690	22.922	0.239
19.700	23.201	0.239
19.710	23.463	0.239
19.720	23.751	0.239
19.730	24.025	0.239
19.740	24.304	0.239
19.750	24.579	0.239
19.760	24.867	0.239
19.770	25.138	0.239
19.780	25.387	0.239
19.790	25.636	0.239
19.800	25.911	0.239
19.810	26.083	0.239
19.820	26.301	0.239
19.830	26.494	0.239
19.840	26.645	0.239
19.850	26.808	0.239
19.860	26.971	0.239
19.870	27.048	0.239
19.880	27.177	0.239
19.890	27.254	0.239
19.900	27.284	0.239
19.910	27.318	0.239
19.920	27.313	0.239
19.930	27.287	0.239
19.940	27.261	0.239
19.950	27.179	0.239
19.960	27.054	0.239
19.970	26.967	0.239
19.980	26.830	0.239
19.990	26.657	0.239
20.000	26.520	0.239
20.010	26.326	0.239
20.020	26.119	0.239
20.030	25.926	0.239
20.040	25.659	0.239
20.050	25.422	0.239
20.060	25.168	0.239
20.070	24.901	0.239
20.080	24.612	0.239
20.090	24.341	0.239
20.100	24.070	0.239
20.110	23.794	0.239
20.120	23.511	0.239
20.130	23.214	0.239
20.140	22.930	0.239
20.150	22.654	0.239
20.160	22.421	0.239
20.170	22.194	0.239
20.180	21.905	0.239
20.190	21.681	0.239
20.200	21.509	0.239
20.210	21.225	0.239
20.220	21.147	0.239
20.230	20.898	0.239
20.240	20.824	0.239
20.250	20.729	0.239
20.260	20.570	0.239
20.270	20.505	0.239
20.280	20.496	0.239
20.290	20.483	0.239
20.300	20.474	0.239
20.310	20.499	0.239
20.320	20.525	0.239
20.330	20.576	0.239
20.340	20.688	0.239
20.350	20.808	0.239
20.360	20.911	0.239
20.370	21.100	0.239
20.380	21.237	0.239
20.390	21.465	0.239
20.400	21.632	0.239
20.410	21.881	0.239
20.420	22.108	0.239
20.430	22.345	0.239
20.440	22.607	0.239
20.450	22.890	0.239
20.460	23.148	0.239
20.470	23.414	0.239
20.480	23.681	0.239
20.490	23.964	0.239
20.500	24.256	0.239
20.510	24.535	0.239
20.520	24.810	0.239
20.530	25.081	0.239
20.540	25.330	0.239
20.550	25.609	0.239
20.560	25.858	0.239
20.570	26.021	0.239
20.580	26.274	0.239
20.590	26.429	0.239
20.600	26.583	0.239
20.610	26.622	0.239
20.620	26.772	0.239
20.630	26.871	0.239
20.640	27.008	0.239
20.650	27.085	0.239
20.660	27.115	0.239
20.670	27.149	0.239
20.680	27.144	0.239
20.690	27.135	0.239
20.700	27.109	0.239
20.710	27.040	0.239
20.720	26.949	0.239
20.730	26.842	0.239
20.740	26.893	0.239
20.750	26.566	0.239
20.760	26.454	0.239
20.770	26.282	0.239
20.780	26.247	0.239
20.790	25.997	0.239
20.800	25.760	0.239
20.810	25.562	0.239
20.820	25.283	0.239
20.830	25.007	0.239
20.840	24.749	0.239
20.850	24.473	0.239
20.860	24.185	0.239
20.870	23.897	0.239
20.880	23.604	0.239
20.890	23.358	0.239
20.900	23.075	0.239
20.910	22.821	0.239
20.920	22.571	0.239
20.930	22.291	0.239
20.940	22.037	0.239
20.950	21.843	0.239
20.960	21.598	0.239
20.970	21.391	0.239
20.980	21.206	0.239
20.990	21.042	0.239
21.000	20.874	0.239
21.010	20.788	0.239
21.020	20.629	0.239
21.030	20.538	0.239
21.040	20.504	0.239
21.050	20.486	0.239
21.060	20.486	0.239
21.070	20.489	0.239
21.080	20.489	0.239
21.090	20.480	0.239
21.100	20.523	0.239
21.110	20.738	0.239
21.120	20.837	0.239
21.130	20.913	0.239
21.140	21.150	0.239
21.150	21.261	0.239
21.160	21.532	0.239
21.170	21.738	0.239
21.180	21.931	0.239
21.190	22.219	0.239
21.200	22.481	0.239
21.210	22.704	0.239
21.220	22.953	0.239
21.230	23.263	0.239
21.240	23.546	0.239
21.250	23.821	0.239
21.260	24.117	0.239
21.270	24.388	0.239
21.280	24.645	0.239
21.290	24.933	0.239
21.300	25.199	0.239
21.310	25.449	0.239
21.320	25.685	0.239
21.330	25.934	0.239
21.340	26.140	0.239
21.350	26.337	0.239
21.360	26.535	0.239
21.370	26.681	0.239
21.380	26.818	0.239
21.390	26.943	0.239
21.400	27.032	0.239
21.410	27.127	0.239
21.420	27.199	0.239
21.430	27.242	0.239
21.440	27.263	0.239
21.450	27.250	0.239
21.460	27.237	0.239
21.470	27.176	0.239
21.480	27.090	0.239
21.490	26.987	0.239
21.500	26.892	0.239
21.510	26.728	0.239
21.520	26.608	0.239
21.530	26.384	0.239
21.540	26.258	0.239
21.550	25.987	0.239
21.560	25.828	0.239
21.570	25.600	0.239
21.580	25.342	0.239
21.590	25.083	0.239
21.600	24.838	0.239
21.610	24.558	0.239
21.620	24.291	0.239
21.630	24.016	0.239
21.640	23.732	0.239
21.650	23.473	0.239
21.660	23.202	0.239
21.670	22.922	0.239
21.680	22.655	0.239
21.690	22.393	0.239
21.700	22.173	0.239
21.710	21.937	0.239
21.720	21.700	0.239
21.730	21.523	0.239
21.740	21.308	0.239
21.750	21.170	0.239
21.760	20.993	0.239
21.770	20.877	0.239
21.780	20.782	0.239
21.790	20.679	0.239
21.800	20.584	0.239
21.810	20.541	0.239
21.820	20.545	0.239
21.830	20.545	0.239
21.840	20.561	0.239
21.850	20.612	0.239
21.860	20.698	0.239
21.870	20.801	0.239
21.880	20.895	0.239
