Motion Sensor Data File Oct 15, 2024 2:30 PM
Time (s)	Velocity (cm/s)
0.000	NaN
0.010	21.027
0.020	13.287
0.030	15.910
0.040	11.997
0.050	6.837
0.060	4.687
0.070	0.860
0.080	1.247
0.090	-2.193
0.100	-0.860
0.110	-16.383
0.120	-15.523
0.130	-13.330
0.140	-22.833
0.150	-18.963
0.160	-25.800
0.170	-26.273
0.180	-29.240
0.190	-17.673
0.200	-24.983
0.210	-28.810
0.220	-34.443
0.230	-35.733
0.240	-36.120
0.250	-35.303
0.260	-37.840
0.270	-38.743
0.280	-37.453
0.290	-32.680
0.300	-35.733
0.310	-33.583
0.320	-35.260
0.330	-33.153
0.340	-31.390
0.350	-30.573
0.360	-22.833
0.370	-23.650
0.380	-26.273
0.390	-18.533
0.400	-16.770
0.410	-15.953
0.420	-13.803
0.430	-5.590
0.440	-5.633
0.450	-3.483
0.460	-0.430
0.470	4.257
0.480	5.547
0.490	2.150
0.500	22.747
0.510	7.697
0.520	25.757
0.530	13.330
0.540	28.767
0.550	27.907
0.560	27.477
0.570	25.370
0.580	27.047
0.590	35.647
0.600	33.497
0.610	33.927
0.620	37.410
0.630	37.367
0.640	39.087
0.650	36.077
0.660	36.120
0.670	36.937
0.680	36.077
0.690	34.787
0.700	35.647
0.710	30.960
0.720	28.337
0.730	25.327
0.740	25.757
0.750	25.370
0.760	24.467
0.770	17.157
0.780	20.167
0.790	12.900
0.800	10.707
0.810	10.707
0.820	6.450
0.830	2.107
0.840	0.817
0.850	-2.193
0.860	-6.880
0.870	-9.933
0.880	-11.653
0.890	-12.900
0.900	-19.823
0.910	-19.393
0.920	-21.500
0.930	-27.993
0.940	-28.380
0.950	-26.273
0.960	-27.563
0.970	-30.530
0.980	-32.723
0.990	-35.733
1.000	-36.550
1.010	-33.583
1.020	-36.120
1.030	-36.593
1.040	-37.453
1.050	-38.270
1.060	-34.013
1.070	-34.830
1.080	-34.013
1.090	-33.153
1.100	-30.100
1.110	-25.843
1.120	-26.703
1.130	-27.950
1.140	-25.413
1.150	-13.803
1.160	-23.650
1.170	-10.363
1.180	-15.093
1.190	-8.170
1.200	-3.053
1.210	-4.343
1.220	0.000
1.230	2.967
1.240	3.397
1.250	4.300
1.260	16.727
1.270	11.137
1.280	19.737
1.290	17.200
1.300	25.327
1.310	26.187
1.320	24.037
1.330	27.520
1.340	30.917
1.350	33.497
1.360	33.497
1.370	34.400
1.380	31.347
1.390	35.217
1.400	37.797
1.410	38.227
1.420	36.120
1.430	36.937
1.440	34.357
1.450	34.357
1.460	31.820
1.470	29.197
1.480	12.857
1.490	30.917
1.500	29.240
1.510	29.197
1.520	19.307
1.530	18.877
1.540	21.070
1.550	12.857
1.560	11.567
1.570	10.707
1.580	7.740
1.590	2.537
1.600	0.817
1.610	-2.150
1.620	-4.773
1.630	-8.213
1.640	-11.223
1.650	-11.610
1.660	-18.103
1.670	-18.490
1.680	-22.403
1.690	-23.263
1.700	-9.030
1.710	-23.693
1.720	-31.863
1.730	-33.540
1.740	-33.153
1.750	-34.443
1.760	-35.260
1.770	-36.593
1.780	-32.250
1.790	-34.873
1.800	-35.303
1.810	-35.690
1.820	-34.443
1.830	-34.830
1.840	-34.443
1.850	-31.433
1.860	-33.110
1.870	-32.293
1.880	-32.293
1.890	-27.950
1.900	-16.813
1.910	-28.380
1.920	-24.553
1.930	-12.083
1.940	-13.330
1.950	-16.813
1.960	-2.623
1.970	-0.430
1.980	0.817
1.990	1.247
2.000	-2.193
2.010	1.290
2.020	15.867
2.030	11.137
2.040	13.760
2.050	24.897
2.060	29.627
2.070	12.427
2.080	28.810
2.090	35.647
2.100	33.497
2.110	30.057
2.120	29.627
2.130	34.830
2.140	34.787
2.150	35.647
2.160	36.077
2.170	34.830
2.180	34.787
2.190	36.077
2.200	35.647
2.210	36.077
2.220	33.970
2.230	31.347
2.240	33.497
2.250	28.767
2.260	23.650
2.270	25.757
2.280	25.327
2.290	22.317
2.300	17.200
2.310	17.157
2.320	12.857
2.330	10.707
2.340	6.450
2.350	5.977
2.360	2.537
2.370	-1.720
2.380	-3.913
2.390	-7.783
2.400	-9.460
2.410	-9.933
2.420	-17.673
2.430	-15.480
2.440	-21.973
2.450	-22.833
2.460	-21.070
2.470	-28.423
2.480	-31.863
2.490	-32.250
2.500	-31.433
2.510	-30.960
2.520	-32.293
2.530	-34.443
2.540	-36.120
2.550	-35.733
2.560	-36.593
2.570	-36.120
2.580	-31.433
2.590	-34.830
2.600	-34.013
2.610	-31.863
2.620	-33.110
2.630	-30.573
2.640	-23.263
2.650	-26.660
2.660	-26.703
2.670	-23.220
2.680	-15.953
2.690	-21.113
2.700	-10.750
2.710	-11.653
2.720	-13.373
2.730	-2.580
2.740	-2.193
2.750	1.247
2.760	1.247
2.770	6.880
2.780	15.007
2.790	8.127
2.800	18.490
2.810	15.437
2.820	23.177
2.830	18.447
2.840	25.370
2.850	29.627
2.860	29.627
2.870	28.767
2.880	30.960
2.890	33.067
2.900	33.927
2.910	34.357
2.920	36.077
2.930	35.690
2.940	36.077
2.950	34.787
2.960	33.927
2.970	34.830
2.980	32.637
2.990	29.197
3.000	30.917
3.010	26.187
3.020	27.950
3.030	29.197
3.040	24.467
3.050	19.307
3.060	21.930
3.070	15.007
3.080	15.007
3.090	9.890
3.100	8.557
3.110	5.977
3.120	2.537
3.130	-1.720
3.140	-1.763
3.150	-7.353
3.160	-9.460
3.170	-10.793
3.180	-15.093
3.190	-16.340
3.200	-21.113
3.210	-20.253
3.220	-23.220
3.230	-27.563
3.240	-27.993
3.250	-28.810
3.260	-30.143
3.270	-31.820
3.280	-33.583
3.290	-34.013
3.300	-34.400
3.310	-34.443
3.320	-37.840
3.330	-37.023
3.340	-34.873
3.350	-34.830
3.360	-35.303
3.370	-34.443
3.380	-33.110
3.390	-24.123
3.400	-24.940
3.410	-31.433
3.420	-37.023
3.430	-6.880
3.440	-27.563
3.450	-25.413
3.460	-12.470
3.470	-5.203
3.480	-18.963
3.490	-6.020
3.500	-1.333
3.510	0.817
3.520	1.290
3.530	5.547
3.540	20.167
3.550	12.427
3.560	4.300
3.570	31.347
3.580	9.847
3.590	27.047
3.600	27.950
3.610	25.757
3.620	24.037
3.630	28.767
3.640	33.540
3.650	34.787
3.660	32.637
3.670	34.787
3.680	33.970
3.690	35.217
3.700	33.067
3.710	36.507
3.720	35.217
3.730	34.830
3.740	32.207
3.750	31.777
3.760	32.637
3.770	31.390
3.780	29.197
3.790	27.477
3.800	17.587
3.810	24.080
3.820	5.547
3.830	14.577
3.840	17.587
3.850	11.610
3.860	8.557
3.870	6.837
3.880	3.870
3.890	0.817
3.900	-1.333
3.910	-6.063
3.920	-7.310
3.930	-6.923
3.940	-15.953
3.950	-15.910
3.960	-18.533
3.970	-21.113
3.980	-23.220
3.990	-11.223
4.000	-21.930
4.010	-24.123
4.020	-32.293
4.030	-33.110
4.040	-32.723
4.050	-34.443
4.060	-35.260
4.070	-34.443
4.080	-35.690
4.090	-33.583
4.100	-31.433
4.110	-34.400
4.120	-33.153
4.130	-33.153
4.140	-32.680
4.150	-30.573
4.160	-31.820
4.170	-24.553
4.180	-22.403
4.190	-27.090
4.200	-21.973
4.210	-13.373
4.220	-21.500
4.230	-11.223
4.240	-7.353
4.250	-13.760
4.260	-10.363
4.270	-2.193
4.280	0.000
4.290	6.407
4.300	16.297
4.310	2.580
4.320	9.417
4.330	26.187
4.340	5.977
4.350	26.660
4.360	30.487
4.370	15.007
4.380	24.897
4.390	37.410
4.400	32.207
4.410	30.057
4.420	32.637
4.430	33.927
4.440	34.400
4.450	33.067
4.460	34.787
4.470	34.357
4.480	34.830
4.490	35.217
4.500	33.497
4.510	33.927
4.520	29.627
4.530	26.230
4.540	26.617
4.550	28.767
4.560	28.767
4.570	20.210
4.580	20.167
4.590	18.017
4.600	16.297
4.610	12.040
4.620	11.567
4.630	7.697
4.640	2.580
4.650	5.117
4.660	-1.763
4.670	-4.300
4.680	-6.063
4.690	-9.933
4.700	-15.910
4.710	-10.363
4.720	-21.113
4.730	-16.340
4.740	-24.123
4.750	-27.133
4.760	-23.650
4.770	-24.553
4.780	-31.003
4.790	-31.390
4.800	-31.433
4.810	-34.443
4.820	-33.970
4.830	-34.013
4.840	-34.830
4.850	-33.153
4.860	-34.873
4.870	-33.970
4.880	-32.293
4.890	-33.540
4.900	-34.013
4.910	-31.433
4.920	-25.800
4.930	-22.403
4.940	-27.563
4.950	-30.960
4.960	-9.503
4.970	-25.413
4.980	-12.040
4.990	-21.543
5.000	-0.903
5.010	-7.310
5.020	-10.363
5.030	-6.063
5.040	3.010
5.050	9.417
5.060	8.127
5.070	4.300
5.080	12.857
5.090	18.877
5.100	12.427
5.110	23.650
5.120	22.747
5.130	21.457
5.140	26.187
5.150	30.530
5.160	31.777
5.170	28.337
5.180	30.917
5.190	33.970
5.200	33.927
5.210	31.347
5.220	36.077
5.230	33.497
5.240	35.690
5.250	33.497
5.260	33.497
5.270	33.497
5.280	29.670
5.290	28.337
5.300	21.457
5.310	32.207
5.320	10.750
5.330	21.887
5.340	20.167
5.350	21.027
5.360	13.760
5.370	14.147
5.380	12.427
5.390	7.267
5.400	4.300
5.410	3.827
5.420	-0.903
5.430	-3.440
5.440	-4.343
5.450	-8.213
5.460	-1.720
5.470	-9.073
5.480	-14.663
5.490	-16.340
5.500	-21.543
5.510	-21.113
5.520	-26.230
5.530	-28.853
5.540	-31.003
5.550	-29.670
5.560	-30.143
5.570	-32.250
5.580	-29.713
5.590	-34.443
5.600	-34.830
5.610	-34.013
5.620	-35.733
5.630	-35.690
5.640	-33.153
5.650	-32.680
5.660	-31.433
5.670	-29.283
5.680	-30.530
5.690	-34.443
5.700	-31.820
5.710	-13.373
5.720	-26.703
5.730	-30.530
5.740	-10.363
5.750	-19.393
5.760	-12.900
5.770	-2.623
5.780	-10.793
5.790	-5.590
5.800	-0.043
5.810	2.537
5.820	10.277
5.830	4.730
5.840	7.697
5.850	18.877
5.860	11.180
5.870	33.067
5.880	4.687
5.890	30.917
5.900	36.980
5.910	20.167
5.920	24.467
5.930	35.217
5.940	34.357
5.950	32.250
5.960	33.497
5.970	34.357
5.980	33.927
5.990	32.250
6.000	35.647
6.010	33.497
6.020	34.357
6.030	33.497
6.040	32.250
6.050	31.777
6.060	28.767
6.070	21.887
6.080	24.510
6.090	29.197
6.100	20.597
6.110	19.307
6.120	17.630
6.130	12.857
6.140	14.147
6.150	8.987
6.160	4.730
6.170	3.827
6.180	1.677
6.190	-2.580
6.200	-3.913
6.210	-8.213
6.220	-11.180
6.230	-11.223
6.240	-15.953
6.250	-17.200
6.260	-20.683
6.270	-20.253
6.280	-24.940
6.290	-29.283
6.300	-27.563
6.310	-24.510
6.320	-30.573
6.330	-32.680
6.340	-31.863
6.350	-34.873
6.360	-34.830
6.370	-32.723
6.380	-33.540
6.390	-29.713
6.400	-33.583
6.410	-32.680
6.420	-31.003
6.430	-32.293
6.440	-31.390
6.450	-24.983
6.460	-23.220
6.470	-27.133
6.480	-22.833
6.490	-16.340
6.500	-24.123
6.510	-9.073
6.520	-17.200
6.530	-8.643
6.540	-5.203
6.550	-2.150
6.560	-0.473
6.570	1.247
6.580	2.537
6.590	4.300
6.600	10.707
6.610	15.437
6.620	11.180
6.630	22.747
6.640	15.867
6.650	23.607
6.660	26.660
6.670	25.757
6.680	24.467
6.690	30.057
6.700	32.250
6.710	31.347
6.720	32.207
6.730	33.927
6.740	33.067
6.750	29.240
6.760	34.787
6.770	33.067
6.780	33.497
6.790	33.970
6.800	31.777
6.810	30.917
6.820	25.757
6.830	24.510
6.840	29.627
6.850	25.327
6.860	18.877
6.870	20.640
6.880	17.587
6.890	14.577
6.900	11.567
6.910	11.180
6.920	6.407
6.930	4.687
6.940	1.677
6.950	-1.290
6.960	-4.343
6.970	-6.923
6.980	-9.890
6.990	-12.083
7.000	-15.093
7.010	-16.340
7.020	-19.823
7.030	-21.113
7.040	-22.790
7.050	-26.703
7.060	-24.940
7.070	-26.273
7.080	-30.573
7.090	-33.110
7.100	-32.723
7.110	-34.443
7.120	-32.680
7.130	-34.873
7.140	-33.540
7.150	-32.723
7.160	-34.013
7.170	-34.830
7.180	-31.433
7.190	-33.583
7.200	-36.550
7.210	-13.373
7.220	-28.380
7.230	-39.603
7.240	-11.223
7.250	-18.920
7.260	-31.003
7.270	-6.063
7.280	-19.350
7.290	-12.083
7.300	-4.773
7.310	-1.290
7.320	2.537
7.330	2.967
7.340	0.860
7.350	0.387
7.360	8.127
7.370	24.897
7.380	6.020
7.390	27.047
7.400	8.127
7.410	32.637
7.420	21.930
7.430	22.317
7.440	30.487
7.450	30.057
7.460	31.390
7.470	30.917
7.480	30.917
7.490	33.497
7.500	32.680
7.510	31.347
7.520	34.787
7.530	33.497
7.540	33.497
7.550	30.960
7.560	30.487
7.570	30.487
7.580	28.767
7.590	27.090
7.600	19.307
7.610	14.147
7.620	21.027
7.630	29.670
7.640	10.277
7.650	18.017
7.660	11.567
7.670	12.470
7.680	8.127
7.690	5.547
7.700	5.160
7.710	1.247
7.720	-5.203
7.730	-7.310
7.740	-9.503
7.750	-11.223
7.760	-5.203
7.770	-25.370
7.780	-14.233
7.790	-24.940
7.800	-6.923
7.810	-18.963
7.820	-27.090
7.830	-28.853
7.840	-30.573
7.850	-28.380
7.860	-31.433
7.870	-31.863
7.880	-31.390
7.890	-34.013
7.900	-33.540
7.910	-32.723
7.920	-32.723
7.930	-30.960
7.940	-30.143
7.950	-31.003
7.960	-30.100
7.970	-30.143
7.980	-27.090
7.990	-20.253
8.000	-26.273
8.010	-21.930
8.020	-14.663
8.030	-21.543
8.040	-10.320
8.050	-11.223
8.060	-12.083
8.070	-5.590
8.080	-1.763
8.090	-0.903
8.100	2.150
8.110	3.397
8.120	8.557
8.130	15.007
8.140	7.740
8.150	20.167
8.160	12.857
8.170	24.510
8.180	18.877
8.190	23.177
8.200	29.627
8.210	27.047
8.220	26.660
8.230	27.907
8.240	32.207
8.250	30.917
8.260	32.250
8.270	34.357
8.280	32.637
8.290	32.637
8.300	33.540
8.310	32.207
8.320	30.917
8.330	32.637
8.340	30.487
8.350	24.080
8.360	21.457
8.370	27.907
8.380	24.037
8.390	18.490
8.400	20.167
8.410	16.297
8.420	15.007
8.430	9.030
8.440	8.987
8.450	6.837
8.460	4.300
8.470	2.107
8.480	-3.053
8.490	-7.310
8.500	-6.493
8.510	-7.783
8.520	-14.620
8.530	-14.233
8.540	-16.813
8.550	-19.780
8.560	-24.553
8.570	-18.533
8.580	-26.230
8.590	-27.993
8.600	-30.143
8.610	-27.520
8.620	-30.143
8.630	-31.820
8.640	-31.433
8.650	-33.153
8.660	-33.110
8.670	-31.863
8.680	-32.293
8.690	-31.390
8.700	-32.293
8.710	-30.960
8.720	-29.713
8.730	-30.573
8.740	-20.640
8.750	-24.553
8.760	-27.563
8.770	-16.770
8.780	-20.683
8.790	-15.523
8.800	-16.340
8.810	-6.923
8.820	-12.513
8.830	-7.310
8.840	-4.343
8.850	-1.333
8.860	2.150
8.870	4.257
8.880	8.987
8.890	12.470
8.900	7.267
8.910	19.307
8.920	13.287
8.930	23.650
8.940	16.727
8.950	25.327
8.960	28.337
8.970	25.800
8.980	26.617
8.990	28.767
9.000	32.207
9.010	30.960
9.020	28.337
9.030	33.927
9.040	31.777
9.050	33.067
9.060	33.540
9.070	33.067
9.080	32.207
9.090	31.777
9.100	28.380
9.110	26.187
9.120	21.887
9.130	30.487
9.140	23.650
9.150	-0.043
9.160	24.897
9.170	14.147
9.180	14.620
9.190	11.567
9.200	9.417
9.210	8.987
9.220	3.870
9.230	4.257
9.240	-1.763
9.250	-4.730
9.260	-9.933
9.270	-9.503
9.280	-3.870
9.290	-20.683
9.300	-17.243
9.310	-18.060
9.320	-19.823
9.330	-24.983
9.340	-26.230
9.350	-11.223
9.360	-21.543
9.370	-27.090
9.380	-31.863
9.390	-31.390
9.400	-34.013
9.410	-32.723
9.420	-30.960
9.430	-33.583
9.440	-30.573
9.450	-30.960
9.460	-31.863
9.470	-31.390
9.480	-27.993
9.490	-27.563
9.500	-29.670
9.510	-27.993
9.520	-21.113
9.530	-21.070
9.540	-27.563
9.550	-10.750
9.560	-24.983
9.570	-5.203
9.580	-11.180
9.590	-18.963
9.600	-7.783
9.610	-3.053
9.620	1.290
9.630	1.677
9.640	6.407
9.650	21.930
9.660	0.817
9.670	10.277
9.680	24.897
9.690	17.200
9.700	16.727
9.710	35.647
9.720	17.587
9.730	22.790
9.740	34.787
9.750	31.347
9.760	30.487
9.770	30.530
9.780	31.347
9.790	33.067
9.800	31.777
9.810	31.820
9.820	33.497
9.830	30.917
9.840	31.777
9.850	29.627
9.860	30.530
9.870	32.637
9.880	26.187
9.890	17.157
9.900	26.230
9.910	24.467
9.920	15.867
9.930	21.027
9.940	12.900
9.950	15.437
9.960	8.987
9.970	6.880
9.980	5.977
9.990	2.537
10.000	-0.043
10.010	-1.720
10.020	-6.493
10.030	-7.353
10.040	-8.170
10.050	-14.663
10.060	-15.093
10.070	-18.490
10.080	-15.953
10.090	-26.273
10.100	-22.790
10.110	-22.403
10.120	-26.230
10.130	-30.143
10.140	-31.433
10.150	-29.240
10.160	-30.143
10.170	-31.433
10.180	-30.530
10.190	-32.293
10.200	-33.540
10.210	-30.573
10.220	-28.853
10.230	-31.820
10.240	-29.283
10.250	-30.573
10.260	-27.950
10.270	-22.833
10.280	-24.940
10.290	-24.553
10.300	-16.383
10.310	-22.360
10.320	-10.363
10.330	-19.393
10.340	-6.880
10.350	-6.063
10.360	-8.643
10.370	-4.730
10.380	1.247
10.390	2.967
10.400	7.267
10.410	6.450
10.420	5.977
10.430	18.877
10.440	11.180
10.450	19.737
10.460	18.017
10.470	24.897
10.480	20.640
10.490	25.757
10.500	27.907
10.510	28.767
10.520	30.917
10.530	28.380
10.540	27.907
10.550	31.777
10.560	32.207
10.570	33.540
10.580	30.057
10.590	30.917
10.600	33.067
10.610	30.100
10.620	30.057
10.630	29.627
10.640	23.607
10.650	21.930
10.660	30.487
10.670	20.597
10.680	19.307
10.690	19.350
10.700	13.287
10.710	14.577
10.720	10.277
10.730	7.740
10.740	6.407
10.750	2.107
10.760	0.430
10.770	-1.763
10.780	-5.633
10.790	-7.353
10.800	-9.030
10.810	-15.093
10.820	-12.943
10.830	-18.920
10.840	-15.953
10.850	-24.510
10.860	-21.113
10.870	-20.253
10.880	-29.240
10.890	-30.143
10.900	-28.853
10.910	-29.670
10.920	-30.143
10.930	-30.573
10.940	-32.250
10.950	-32.723
10.960	-31.820
10.970	-30.573
10.980	-33.153
10.990	-30.100
11.000	-31.863
11.010	-34.873
11.020	-24.940
11.030	-18.533
11.040	-31.390
11.050	-32.293
11.060	-5.203
11.070	-36.980
11.080	-0.043
11.090	-28.853
11.100	-6.020
11.110	-3.913
11.120	-15.523
11.130	-3.870
11.140	-0.903
11.150	1.677
11.160	10.750
11.170	15.867
11.180	0.387
11.190	8.987
11.200	28.380
11.210	5.977
11.220	28.767
11.230	21.887
11.240	15.910
11.250	33.927
11.260	27.047
11.270	24.897
11.280	28.380
11.290	30.917
11.300	31.777
11.310	30.917
11.320	32.250
11.330	32.637
11.340	31.777
11.350	28.337
11.360	32.637
11.370	31.820
11.380	28.337
11.390	26.617
11.400	28.337
11.410	30.960
11.420	24.037
11.430	10.707
11.440	27.477
11.450	2.150
11.460	15.007
11.470	15.007
11.480	14.147
11.490	6.880
11.500	6.407
11.510	3.397
11.520	1.720
11.530	-0.043
11.540	-4.343
11.550	-5.160
11.560	-7.353
11.570	-13.803
11.580	-13.330
11.590	-14.233
11.600	-20.683
11.610	-6.020
11.620	-16.383
11.630	-24.983
11.640	-25.800
11.650	-25.843
11.660	-26.273
11.670	-30.100
11.680	-31.863
11.690	-31.003
11.700	-31.820
11.710	-32.723
11.720	-30.100
11.730	-32.293
11.740	-28.853
11.750	-28.380
11.760	-28.853
11.770	-29.240
11.780	-27.563
11.790	-28.853
11.800	-23.220
11.810	-20.683
11.820	-25.843
11.830	-13.760
11.840	-21.543
11.850	-10.363
11.860	-17.200
11.870	-8.213
11.880	-4.773
11.890	-3.870
11.900	-3.483
11.910	0.387
11.920	4.300
11.930	3.397
11.940	4.687
11.950	13.717
11.960	14.620
11.970	9.847
11.980	23.607
11.990	16.297
12.000	22.790
12.010	26.617
12.020	20.167
12.030	27.047
12.040	28.380
12.050	29.627
12.060	31.777
12.070	30.487
12.080	28.810
12.090	32.637
12.100	31.347
12.110	29.627
12.120	30.100
12.130	30.057
12.140	31.347
12.150	29.197
12.160	28.767
12.170	19.780
12.180	23.607
12.190	27.477
12.200	16.727
12.210	23.650
12.220	12.427
12.230	18.877
12.240	9.460
12.250	11.137
12.260	8.557
12.270	3.827
12.280	3.870
12.290	-0.903
12.300	-3.053
12.310	-4.730
12.320	-11.223
12.330	-11.653
12.340	-7.740
12.350	-19.823
12.360	-13.373
12.370	-23.220
12.380	-17.243
12.390	-24.553
12.400	-29.240
12.410	-23.693
12.420	-23.263
12.430	-29.240
12.440	-31.003
12.450	-30.960
12.460	-30.573
12.470	-29.713
12.480	-31.390
12.490	-31.433
12.500	-30.143
12.510	-29.670
12.520	-29.283
12.530	-29.670
12.540	-30.573
12.550	-27.993
12.560	-16.770
12.570	-27.563
12.580	-24.123
12.590	-13.330
12.600	-25.413
12.610	-8.213
12.620	-12.470
12.630	-14.233
12.640	-2.623
12.650	-2.580
12.660	-3.053
12.670	-0.903
12.680	3.870
12.690	3.827
12.700	5.117
12.710	11.997
12.720	14.190
12.730	11.567
12.740	21.027
12.750	16.770
12.760	22.317
12.770	24.897
12.780	20.597
12.790	27.950
12.800	29.197
12.810	28.337
12.820	30.057
12.830	29.197
12.840	28.380
12.850	30.487
12.860	30.917
12.870	31.777
12.880	30.530
12.890	30.057
12.900	30.487
12.910	29.627
12.920	26.230
12.930	23.607
12.940	27.907
12.950	24.467
12.960	12.900
12.970	6.407
12.980	19.737
12.990	12.857
13.000	12.900
13.010	12.857
13.020	8.987
13.030	2.580
13.040	3.827
13.050	-0.473
13.060	-1.333
13.070	-3.010
13.080	-6.923
13.090	-11.223
13.100	-11.610
13.110	-10.793
13.120	-20.683
13.130	-14.620
13.140	-12.083
13.150	-24.553
13.160	-12.040
13.170	-26.273
13.180	-28.853
13.190	-28.380
13.200	-29.283
13.210	-28.380
13.220	-30.573
13.230	-31.863
13.240	-31.390
13.250	-28.853
13.260	-31.433
13.270	-30.100
13.280	-31.433
13.290	-28.380
13.300	-27.563
13.310	-24.553
13.320	-26.660
13.330	-28.853
13.340	-16.383
13.350	-24.940
13.360	-15.523
13.370	-23.693
13.380	-3.440
13.390	-28.423
13.400	-4.343
13.410	0.430
13.420	-1.763
13.430	-1.333
13.440	0.000
13.450	-0.043
13.460	-2.193
13.470	6.020
13.480	28.337
13.490	-0.903
13.500	28.767
13.510	6.450
13.520	36.507
13.530	5.547
13.540	36.077
13.550	27.950
13.560	22.747
13.570	27.477
13.580	28.337
13.590	31.820
13.600	32.637
13.610	30.917
13.620	30.057
13.630	32.250
13.640	31.777
13.650	28.337
13.660	29.197
13.670	28.337
13.680	28.380
13.690	31.777
13.700	21.457
13.710	18.447
13.720	27.090
13.730	16.297
13.740	20.597
13.750	14.577
13.760	14.190
13.770	11.137
13.780	8.987
13.790	6.880
13.800	4.687
13.810	0.817
13.820	-0.903
13.830	-2.580
13.840	-7.353
13.850	-8.643
13.860	-10.320
13.870	-12.083
13.880	-17.673
13.890	-15.480
13.900	-21.543
13.910	-21.113
13.920	-18.920
13.930	-28.423
13.940	-26.660
13.950	-25.843
13.960	-27.563
13.970	-27.520
13.980	-31.863
13.990	-30.573
14.000	-31.390
14.010	-27.133
14.020	-29.240
14.030	-30.573
14.040	-28.853
14.050	-26.660
14.060	-28.423
14.070	-29.283
14.080	-25.370
14.090	-21.113
14.100	-24.983
14.110	-19.780
14.120	-17.243
14.130	-17.200
14.140	-14.233
14.150	-9.933
14.160	-12.470
14.170	-7.353
14.180	-3.053
14.190	-0.043
14.200	0.430
14.210	0.817
14.220	5.117
14.230	10.750
14.240	11.567
14.250	9.847
14.260	19.737
14.270	14.190
14.280	22.747
14.290	18.017
14.300	25.327
14.310	26.230
14.320	23.177
14.330	27.477
14.340	28.337
14.350	29.240
14.360	28.767
14.370	30.057
14.380	30.057
14.390	31.390
14.400	30.487
14.410	28.767
14.420	28.767
14.430	28.380
14.440	30.487
14.450	26.617
14.460	20.167
14.470	25.800
14.480	25.757
14.490	14.577
14.500	21.887
14.510	13.760
14.520	15.437
14.530	10.707
14.540	9.417
14.550	7.310
14.560	5.547
14.570	1.677
14.580	0.000
14.590	-3.913
14.600	-6.923
14.610	-7.740
14.620	-10.363
14.630	-12.513
14.640	-15.910
14.650	-14.663
14.660	-23.263
14.670	-19.350
14.680	-17.243
14.690	-28.423
14.700	-25.800
14.710	-25.413
14.720	-26.273
14.730	-30.960
14.740	-31.003
14.750	-29.240
14.760	-31.003
14.770	-30.573
14.780	-29.240
14.790	-30.143
14.800	-28.853
14.810	-27.950
14.820	-30.143
14.830	-31.003
14.840	-27.520
14.850	-15.953
14.860	-35.690
14.870	-12.513
14.880	-25.413
14.890	-16.340
14.900	-18.963
14.910	2.107
14.920	-26.660
14.930	-8.213
14.940	-1.763
14.950	2.580
14.960	1.247
14.970	-2.623
14.980	2.537
14.990	8.170
15.000	26.187
15.010	-1.333
15.020	25.370
15.030	15.437
15.040	22.747
15.050	15.007
15.060	30.960
15.070	20.597
15.080	24.467
15.090	29.627
15.100	28.810
15.110	29.197
15.120	30.057
15.130	28.767
15.140	31.347
15.150	30.100
15.160	29.197
15.170	27.477
15.180	31.347
15.190	29.240
15.200	28.337
15.210	24.037
15.220	25.327
15.230	30.100
15.240	19.307
15.250	16.297
15.260	24.467
15.270	1.290
15.280	11.137
15.290	11.137
15.300	9.460
15.310	8.987
15.320	6.407
15.330	4.257
15.340	0.430
15.350	-3.053
15.360	-5.633
15.370	-7.740
15.380	-9.073
15.390	-8.213
15.400	-17.630
15.410	-15.093
15.420	-18.533
15.430	-0.430
15.440	-27.993
15.450	-18.533
15.460	-21.070
15.470	-28.423
15.480	-27.133
15.490	-29.670
15.500	-27.993
15.510	-27.950
15.520	-31.433
15.530	-31.003
15.540	-29.670
15.550	-31.863
15.560	-26.703
15.570	-27.520
15.580	-27.993
15.590	-24.080
15.600	-26.703
15.610	-27.563
15.620	-18.920
15.630	-22.833
15.640	-20.683
15.650	-15.050
15.660	-15.953
15.670	-15.093
15.680	-6.450
15.690	-10.363
15.700	-10.363
15.710	-1.720
15.720	-0.903
15.730	1.677
15.740	3.010
15.750	9.417
15.760	11.137
15.770	6.407
15.780	16.770
15.790	15.007
15.800	18.017
15.810	16.727
15.820	25.370
15.830	18.017
15.840	26.187
15.850	28.337
15.860	25.800
15.870	26.617
15.880	26.187
15.890	29.197
15.900	31.390
15.910	30.057
15.920	29.197
15.930	31.347
15.940	28.810
15.950	26.617
15.960	27.907
15.970	27.907
15.980	27.907
15.990	19.350
16.000	21.457
16.010	25.327
16.020	13.330
16.030	21.887
16.040	11.567
16.050	16.727
16.060	8.600
16.070	7.267
16.080	5.547
16.090	3.827
16.100	3.010
16.110	-1.763
16.120	-5.203
16.130	-5.590
16.140	-6.923
16.150	-8.643
16.160	-17.200
16.170	-11.223
16.180	-21.543
16.190	-14.190
16.200	-25.843
16.210	-20.683
16.220	-20.640
16.230	-26.703
16.240	-27.950
16.250	-27.563
16.260	-27.993
16.270	-27.950
16.280	-31.003
16.290	-29.713
16.300	-29.670
16.310	-31.003
16.320	-28.853
16.330	-27.520
16.340	-25.413
16.350	-25.800
16.360	-29.283
16.370	-25.843
16.380	-15.910
16.390	-28.853
