Motion Sensor Data File Oct 15, 2024 2:30 PM
Time (s)	Velocity (cm/s)
16.400	-12.943
16.410	-22.360
16.420	-10.363
16.430	-17.673
16.440	-7.310
16.450	-7.353
16.460	-8.213
16.470	-8.600
16.480	-1.763
16.490	3.397
16.500	4.730
16.510	8.987
16.520	8.987
16.530	6.407
16.540	16.770
16.550	14.147
16.560	16.727
16.570	19.350
16.580	21.887
16.590	19.307
16.600	26.617
16.610	26.187
16.620	25.370
16.630	27.047
16.640	27.907
16.650	26.187
16.660	31.390
16.670	29.197
16.680	29.197
16.690	30.917
16.700	28.380
16.710	26.617
16.720	30.057
16.730	27.907
16.740	26.230
16.750	19.737
16.760	23.607
16.770	26.617
16.780	6.450
16.790	14.147
16.800	8.987
16.810	18.017
16.820	10.750
16.830	7.267
16.840	5.547
16.850	5.590
16.860	2.537
16.870	-0.903
16.880	-3.913
16.890	-5.590
16.900	-7.353
16.910	1.677
16.920	-23.650
16.930	-15.093
16.940	-15.093
16.950	-19.350
16.960	-23.263
16.970	2.107
16.980	-29.240
16.990	-29.713
17.000	-17.200
17.010	-26.273
17.020	-27.563
17.030	-31.390
17.040	-30.143
17.050	-27.133
17.060	-29.670
17.070	-30.143
17.080	-24.940
17.090	-29.283
17.100	-30.573
17.110	-27.520
17.120	-25.843
17.130	-22.403
17.140	-25.370
17.150	-23.263
17.160	-17.243
17.170	-23.220
17.180	-12.513
17.190	-16.383
17.200	-13.330
17.210	-6.063
17.220	-9.933
17.230	-13.760
17.240	-6.923
17.250	0.387
17.260	1.720
17.270	11.137
17.280	15.007
17.290	0.430
17.300	8.987
17.310	25.327
17.320	5.117
17.330	29.670
17.340	10.277
17.350	27.907
17.360	27.477
17.370	16.770
17.380	28.767
17.390	29.627
17.400	28.767
17.410	27.520
17.420	28.767
17.430	28.337
17.440	30.487
17.450	28.810
17.460	28.767
17.470	30.487
17.480	27.907
17.490	25.327
17.500	26.660
17.510	27.047
17.520	21.457
17.530	20.597
17.540	24.080
17.550	13.287
17.560	18.447
17.570	9.890
17.580	16.297
17.590	8.557
17.600	6.407
17.610	5.590
17.620	2.967
17.630	0.387
17.640	-1.290
17.650	-4.773
17.660	-6.493
17.670	-6.880
17.680	-13.373
17.690	-12.943
17.700	-14.190
17.710	-18.963
17.720	-18.533
17.730	-18.490
17.740	-26.273
17.750	-22.833
17.760	-23.220
17.770	-27.993
17.780	-27.133
17.790	-27.950
17.800	-28.423
17.810	-27.950
17.820	-29.283
17.830	-30.143
17.840	-29.240
17.850	-26.273
17.860	-27.993
17.870	-24.940
17.880	-25.413
17.890	-25.843
17.900	-25.370
17.910	-18.533
17.920	-24.080
17.930	-15.093
17.940	-20.683
17.950	-9.890
17.960	-15.953
17.970	-10.793
17.980	-4.300
17.990	-5.203
18.000	-4.773
18.010	-0.473
18.020	2.580
18.030	5.117
18.040	4.257
18.050	5.590
18.060	15.007
18.070	12.857
18.080	11.997
18.090	21.930
18.100	16.297
18.110	21.887
18.120	24.467
18.130	21.070
18.140	25.757
18.150	28.337
18.160	27.477
18.170	24.940
18.180	26.617
18.190	29.197
18.200	29.627
18.210	29.240
18.220	29.197
18.230	29.197
18.240	26.187
18.250	26.230
18.260	28.767
18.270	27.477
18.280	16.297
18.290	24.940
18.300	24.037
18.310	12.857
18.320	20.597
18.330	10.750
18.340	14.577
18.350	10.707
18.360	6.407
18.370	5.160
18.380	2.107
18.390	0.387
18.400	-0.430
18.410	-3.913
18.420	-6.063
18.430	-6.450
18.440	-14.233
18.450	-10.793
18.460	-15.480
18.470	-18.533
18.480	-19.393
18.490	-16.340
18.500	-29.283
18.510	-17.243
18.520	-24.080
18.530	-27.993
18.540	-27.133
18.550	-27.520
18.560	-27.563
18.570	-29.670
18.580	-30.143
18.590	-27.993
18.600	-31.390
18.610	-28.853
18.620	-25.843
18.630	-24.510
18.640	-27.133
18.650	-29.240
18.660	-21.973
18.670	-20.253
18.680	-34.400
18.690	-5.633
18.700	-34.013
18.710	0.430
18.720	-23.693
18.730	-12.513
18.740	1.720
18.750	-5.203
18.760	-9.933
18.770	-3.440
18.780	3.827
18.790	11.137
18.800	4.257
18.810	-2.150
18.820	11.567
18.830	24.467
18.840	5.590
18.850	27.907
18.860	9.847
18.870	30.057
18.880	17.200
18.890	24.467
18.900	29.197
18.910	24.897
18.920	24.510
18.930	28.337
18.940	28.337
18.950	29.627
18.960	30.100
18.970	28.767
18.980	28.767
18.990	25.757
19.000	26.617
19.010	29.670
19.020	27.907
19.030	21.887
19.040	23.177
19.050	27.090
19.060	15.007
19.070	22.747
19.080	15.867
19.090	11.610
19.100	11.137
19.110	13.287
19.120	-7.310
19.130	7.267
19.140	2.537
19.150	1.720
19.160	0.387
19.170	-3.053
19.180	-3.913
19.190	-6.450
19.200	-11.653
19.210	-12.943
19.220	-2.150
19.230	-29.283
19.240	-6.923
19.250	-18.060
19.260	-16.383
19.270	-16.813
19.280	-27.520
19.290	-25.843
19.300	-24.080
19.310	-27.563
19.320	-27.993
19.330	-29.670
19.340	-27.993
19.350	-27.563
19.360	-28.810
19.370	-25.843
19.380	-27.520
19.390	-29.283
19.400	-26.703
19.410	-22.790
19.420	-24.123
19.430	-25.843
19.440	-16.340
19.450	-23.263
19.460	-13.373
19.470	-19.350
19.480	-11.223
19.490	-12.943
19.500	-10.750
19.510	-5.203
19.520	-1.763
19.530	-3.010
19.540	-0.043
19.550	2.537
19.560	2.580
19.570	3.827
19.580	11.567
19.590	13.717
19.600	10.320
19.610	19.737
19.620	13.287
19.630	23.607
19.640	16.340
19.650	24.897
19.660	24.897
19.670	21.457
19.680	26.660
19.690	29.627
19.700	27.907
19.710	26.187
19.720	28.810
19.730	27.477
19.740	27.907
19.750	27.477
19.760	28.810
19.770	27.047
19.780	24.897
19.790	24.897
19.800	27.520
19.810	17.157
19.820	21.887
19.830	19.307
19.840	15.050
19.850	16.297
19.860	16.297
19.870	7.697
19.880	12.900
19.890	7.697
19.900	2.967
19.910	3.440
19.920	-0.473
19.930	-2.623
19.940	-2.580
19.950	-8.213
19.960	-12.513
19.970	-8.643
19.980	-13.760
19.990	-17.243
20.000	-13.760
20.010	-19.393
20.020	-20.683
20.030	-19.350
20.040	-26.703
20.050	-23.693
20.060	-25.370
20.070	-26.703
20.080	-28.853
20.090	-27.090
20.100	-27.133
20.110	-27.563
20.120	-28.380
20.130	-29.713
20.140	-28.380
20.150	-27.563
20.160	-23.263
20.170	-22.790
20.180	-28.853
20.190	-22.403
20.200	-17.200
20.210	-28.423
20.220	-7.783
20.230	-24.940
20.240	-7.353
20.250	-9.503
20.260	-15.910
20.270	-6.493
20.280	-0.903
20.290	-1.290
20.300	-0.903
20.310	2.537
20.320	2.580
20.330	5.117
20.340	11.137
20.350	11.997
20.360	10.320
20.370	18.877
20.380	13.717
20.390	22.790
20.400	16.727
20.410	24.897
20.420	22.747
20.430	23.650
20.440	26.187
20.450	28.337
20.460	25.757
20.470	26.660
20.480	26.617
20.490	28.337
20.500	29.197
20.510	27.907
20.520	27.520
20.530	27.047
20.540	24.897
20.550	27.907
20.560	24.940
20.570	16.297
20.580	25.327
20.590	15.437
20.600	15.480
20.610	3.827
20.620	15.007
20.630	9.890
20.640	13.717
20.650	7.697
20.660	2.967
20.670	3.440
20.680	-0.473
20.690	-0.903
20.700	-2.580
20.710	-6.923
20.720	-9.073
20.730	-10.750
20.740	5.117
20.750	-32.723
20.760	-11.180
20.770	-17.243
20.780	-3.483
20.790	-24.940
20.800	-23.693
20.810	-19.823
20.820	-27.950
20.830	-27.563
20.840	-25.843
20.850	-27.520
20.860	-28.853
20.870	-28.810
20.880	-29.283
20.890	-24.553
20.900	-28.380
20.910	-25.413
20.920	-24.983
20.930	-27.950
20.940	-25.413
20.950	-19.393
20.960	-24.510
20.970	-20.683
20.980	-18.490
20.990	-16.383
21.000	-16.813
21.010	-8.600
21.020	-15.953
21.030	-9.073
21.040	-3.440
21.050	-1.763
21.060	-0.043
21.070	0.387
21.080	0.000
21.090	-0.903
21.100	4.257
21.110	21.500
21.120	9.847
21.130	7.697
21.140	23.607
21.150	11.180
21.160	27.047
21.170	20.597
21.180	19.307
21.190	28.810
21.200	26.187
21.210	22.317
21.220	24.897
21.230	30.960
21.240	28.337
21.250	27.477
21.260	29.627
21.270	27.090
21.280	25.757
21.290	28.767
21.300	26.617
21.310	24.940
21.320	23.607
21.330	24.897
21.340	20.597
21.350	19.780
21.360	19.737
21.370	14.577
21.380	13.717
21.390	12.470
21.400	8.987
21.410	9.417
21.420	7.267
21.430	4.300
21.440	2.107
21.450	-1.333
21.460	-1.290
21.470	-6.063
21.480	-8.643
21.490	-10.320
21.500	-9.503
21.510	-16.383
21.520	-12.040
21.530	-22.403
21.540	-12.513
21.550	-27.090
21.560	-15.953
21.570	-22.833
21.580	-25.800
21.590	-25.843
21.600	-24.510
21.610	-27.993
21.620	-26.703
21.630	-27.520
21.640	-28.423
21.650	-25.843
21.660	-27.090
21.670	-27.993
21.680	-26.703
21.690	-26.230
21.700	-21.973
21.710	-23.650
21.720	-23.693
21.730	-17.673
21.740	-21.500
21.750	-13.803
21.760	-17.673
21.770	-11.610
21.780	-9.503
21.790	-10.363
21.800	-9.460
21.810	-4.343
21.820	0.387
21.830	0.000
21.840	1.677
21.850	5.117
21.860	8.557
21.870	10.320
21.880	9.417
21.890	15.007
21.900	16.770
21.910	15.437
21.920	20.167
21.930	21.027
21.940	19.780
21.950	25.757
21.960	24.897
21.970	23.607
21.980	25.370
21.990	26.617
22.000	27.907
22.010	27.047
22.020	27.907
22.030	26.660
22.040	27.477
22.050	27.477
22.060	25.327
22.070	24.940
22.080	25.327
22.090	26.187
22.100	14.577
22.110	26.230
22.120	12.857
22.130	20.597
22.140	11.997
22.150	16.340
22.160	8.987
22.170	8.127
22.180	9.030
22.190	3.827
22.200	2.537
22.210	0.387
22.220	-3.010
22.230	-5.633
22.240	-7.783
22.250	-8.600
22.260	-8.213
22.270	-18.103
22.280	-10.750
22.290	-24.553
22.300	-10.793
22.310	-27.520
22.320	-12.943
22.330	-24.940
22.340	-26.273
22.350	-23.693
22.360	-26.230
22.370	-27.993
22.380	-27.133
22.390	-27.090
22.400	-26.703
22.410	-27.563
22.420	-27.090
22.430	-29.713
22.440	-27.090
22.450	-22.833
22.460	-21.973
22.470	-28.380
22.480	-23.693
22.490	-16.383
22.500	-25.370
22.510	-13.373
22.520	-18.103
22.530	-14.620
22.540	-4.773
22.550	-16.813
22.560	-14.620
22.570	-2.193
22.580	2.107
22.590	0.430
22.600	-3.483
22.610	2.537
22.620	8.600
22.630	20.167
22.640	7.267
22.650	5.547
22.660	27.950
22.670	7.267
22.680	27.477
22.690	15.007
22.700	25.370
22.710	23.607
22.720	21.887
22.730	25.757
22.740	27.950
22.750	27.907
22.760	24.897
22.770	28.767
22.780	26.660
22.790	27.477
22.800	29.197
22.810	26.617
22.820	21.070
22.830	27.907
22.840	26.187
22.850	20.597
22.860	22.790
22.870	24.467
22.880	12.427
22.890	23.607
22.900	10.750
22.910	18.877
22.920	8.987
22.930	8.127
22.940	10.320
22.950	1.247
22.960	3.827
22.970	0.000
22.980	-2.193
22.990	-4.343
23.000	-21.500
23.010	-9.073
23.020	-8.213
23.030	-12.900
23.040	-15.523
23.050	-9.933
23.060	-18.060
23.070	-8.213
23.080	-19.823
23.090	-21.500
23.100	-22.403
23.110	-23.263
23.120	-26.660
23.130	-26.703
23.140	-24.553
23.150	-29.240
23.160	-28.423
23.170	-26.660
23.180	-27.993
23.190	-24.553
23.200	-22.790
23.210	-27.133
23.220	-25.843
23.230	-21.930
23.240	-22.403
23.250	-22.833
23.260	-16.340
23.270	-22.403
23.280	-10.793
23.290	-18.490
23.300	-11.223
23.310	-6.493
23.320	-9.890
23.330	-7.353
23.340	-4.773
23.350	-0.860
23.360	1.677
23.370	2.967
23.380	6.880
23.390	10.707
23.400	7.267
23.410	8.557
23.420	19.350
23.430	10.707
23.440	21.457
23.450	15.050
23.460	25.327
23.470	18.877
23.480	23.607
23.490	26.230
23.500	25.327
23.510	23.607
23.520	25.327
23.530	28.337
23.540	27.520
23.550	27.047
23.560	27.047
23.570	25.327
23.580	26.230
23.590	26.617
23.600	22.747
23.610	24.037
23.620	26.230
23.630	14.147
23.640	24.037
23.650	8.987
23.660	22.360
23.670	10.707
23.680	15.437
23.690	9.030
23.700	6.407
23.710	5.117
23.720	4.257
23.730	2.580
23.740	-1.333
23.750	-3.913
23.760	-5.590
23.770	-6.063
23.780	-5.633
23.790	-17.200
23.800	-9.933
23.810	-12.513
23.820	-20.210
23.830	-18.963
23.840	-18.103
23.850	-24.940
23.860	-21.113
23.870	-23.693
23.880	-25.800
23.890	-25.413
23.900	-25.370
23.910	-27.993
23.920	-27.133
23.930	-27.090
23.940	-26.273
23.950	-23.693
23.960	-27.090
23.970	-28.853
23.980	-23.263
23.990	-20.640
24.000	-25.413
24.010	-20.640
24.020	-17.673
24.030	-22.403
24.040	-12.900
24.050	-13.803
24.060	-14.233
24.070	-7.310
24.080	-7.783
24.090	-7.783
24.100	-6.020
24.110	-2.623
24.120	2.107
24.130	3.397
24.140	7.310
24.150	9.417
24.160	6.407
24.170	9.460
24.180	18.017
24.190	11.567
24.200	21.027
24.210	15.480
24.220	22.317
24.230	20.597
24.240	23.177
24.250	25.370
24.260	24.467
24.270	23.607
24.280	24.037
24.290	28.810
24.300	26.617
24.310	26.617
24.320	26.617
24.330	25.800
24.340	28.767
24.350	24.037
24.360	22.747
24.370	27.090
24.380	20.167
24.390	5.977
24.400	37.367
24.410	-6.020
24.420	21.457
24.430	10.277
24.440	17.157
24.450	9.460
24.460	5.977
24.470	5.547
24.480	7.310
24.490	2.537
24.500	-0.473
24.510	-3.913
24.520	-6.020
24.530	-6.923
24.540	-0.473
24.550	-12.900
24.560	-20.253
24.570	10.707
24.580	-32.680
24.590	-3.483
24.600	-23.693
24.610	-18.920
24.620	-21.113
24.630	-26.230
24.640	-24.983
24.650	-23.263
24.660	-27.950
24.670	-27.133
24.680	-24.553
24.690	-27.520
24.700	-27.563
24.710	-24.553
24.720	-27.950
24.730	-25.413
24.740	-20.640
24.750	-25.413
24.760	-24.983
24.770	-17.630
24.780	-24.123
24.790	-15.523
24.800	-20.210
24.810	-12.083
24.820	-17.673
24.830	-8.170
24.840	-7.783
24.850	-7.783
24.860	-7.740
24.870	-4.773
24.880	1.247
24.890	1.290
24.900	7.697
24.910	8.127
24.920	6.407
24.930	5.160
24.940	18.017
24.950	12.427
24.960	14.577
24.970	20.640
24.980	16.727
24.990	22.317
25.000	25.800
25.010	20.167
25.020	24.467
25.030	26.617
25.040	27.047
25.050	24.940
25.060	24.897
25.070	27.477
25.080	27.047
25.090	27.090
25.100	26.617
25.110	24.467
25.120	25.327
25.130	24.080
25.140	21.027
25.150	23.177
25.160	18.877
25.170	18.920
25.180	15.007
25.190	14.577
25.200	10.320
25.210	16.297
25.220	7.697
25.230	5.117
25.240	4.730
25.250	3.827
25.260	-0.473
25.270	0.000
25.280	-6.063
25.290	-4.773
25.300	-6.020
25.310	-10.793
25.320	-14.233
25.330	-8.600
25.340	-21.973
25.350	-9.933
25.360	-24.940
25.370	-15.953
25.380	-23.693
25.390	-24.510
25.400	-22.403
25.410	-21.543
25.420	-26.230
25.430	-24.983
25.440	-25.843
25.450	-27.090
25.460	-27.133
25.470	-25.370
25.480	-25.843
25.490	-22.833
25.500	-26.660
25.510	-24.983
25.520	-19.823
25.530	-22.790
25.540	-21.543
25.550	-15.953
25.560	-19.780
25.570	-15.093
25.580	-11.223
25.590	-15.050
25.600	-8.643
25.610	-4.773
25.620	-5.590
25.630	-3.053
25.640	-1.763
25.650	1.290
25.660	4.687
25.670	5.117
25.680	5.547
25.690	9.030
25.700	15.007
25.710	10.707
25.720	17.200
25.730	17.587
25.740	17.587
25.750	20.597
25.760	23.220
25.770	20.597
25.780	24.037
25.790	24.897
25.800	24.940
25.810	23.177
25.820	26.187
25.830	27.477
25.840	27.090
25.850	25.327
25.860	26.187
25.870	26.187
25.880	24.080
25.890	21.457
25.900	23.177
25.910	26.617
25.920	12.040
25.930	26.187
25.940	8.987
25.950	23.177
25.960	7.740
25.970	13.717
25.980	12.427
25.990	5.977
26.000	3.440
26.010	1.677
26.020	0.387
26.030	0.430
26.040	-3.913
26.050	-2.623
26.060	-5.590
26.070	-13.373
26.080	-11.223
26.090	-8.170
26.100	-22.833
26.110	-8.643
26.120	-27.090
26.130	-12.513
26.140	-26.273
26.150	-19.780
26.160	-21.973
26.170	-24.553
26.180	-25.370
26.190	-24.983
26.200	-26.660
26.210	-27.133
26.220	-25.843
26.230	-26.660
26.240	-24.123
26.250	-25.843
26.260	-28.380
26.270	-24.553
26.280	-18.103
26.290	-26.660
26.300	-17.243
26.310	-19.393
26.320	-15.910
26.330	-19.393
26.340	-8.213
26.350	-18.920
26.360	-9.503
26.370	-5.203
26.380	-7.310
26.390	-5.633
26.400	-3.483
26.410	2.150
26.420	5.547
26.430	6.837
26.440	5.590
26.450	5.547
26.460	15.867
26.470	12.427
26.480	10.750
26.490	21.887
26.500	11.567
26.510	26.187
26.520	18.060
26.530	24.037
26.540	25.757
26.550	23.607
26.560	23.650
26.570	26.187
26.580	26.617
26.590	27.477
26.600	25.370
26.610	24.467
26.620	27.047
26.630	25.757
26.640	24.940
26.650	20.167
26.660	25.757
26.670	20.597
26.680	20.210
26.690	22.747
26.700	12.857
26.710	20.597
26.720	9.890
26.730	12.427
26.740	12.427
26.750	7.310
26.760	5.547
26.770	3.827
26.780	2.967
26.790	0.000
26.800	-9.073
26.810	-3.053
26.820	-1.720
26.830	-8.643
26.840	-11.223
26.850	-10.320
26.860	-14.663
26.870	-16.813
26.880	-16.340
26.890	-20.253
26.900	-20.683
26.910	-19.780
26.920	-23.263
26.930	-25.370
26.940	-24.123
26.950	-25.843
26.960	-26.660
26.970	-25.413
26.980	-24.983
26.990	-27.090
27.000	-27.133
27.010	-22.833
27.020	-23.220
27.030	-23.263
27.040	-24.510
27.050	-22.833
27.060	-18.533
27.070	-23.220
27.080	-14.663
27.090	-19.393
27.100	-12.040
27.110	-12.083
27.120	-12.943
27.130	-7.310
27.140	-4.773
27.150	-3.913
27.160	-3.870
27.170	-0.903
27.180	2.967
27.190	3.397
27.200	5.160
27.210	4.687
27.220	11.997
27.230	15.480
27.240	9.417
27.250	20.597
27.260	14.147
27.270	22.790
27.280	15.867
27.290	24.897
27.300	22.317
27.310	19.780
27.320	26.187
27.330	26.617
27.340	24.037
27.350	24.940
27.360	26.187
27.370	27.477
27.380	27.047
27.390	23.220
27.400	22.747
27.410	25.757
27.420	19.737
27.430	21.500
27.440	25.757
27.450	12.427
27.460	25.327
27.470	7.310
27.480	22.747
27.490	8.557
27.500	10.707
27.510	12.470
27.520	6.407
27.530	2.537
27.540	1.720
27.550	-0.043
27.560	-1.763
27.570	-1.290
27.580	-5.203
27.590	-10.793
27.600	-11.223
27.610	-8.170
27.620	-15.093
27.630	-15.523
27.640	-14.190
27.650	-18.533
27.660	-21.500
27.670	-20.253
27.680	-23.693
27.690	-23.650
27.700	-23.693
27.710	-25.413
27.720	-24.940
27.730	-24.553
27.740	-25.843
27.750	-26.230
27.760	-27.133
27.770	-24.080
27.780	-23.263
27.790	-24.553
27.800	-25.800
27.810	-18.963
27.820	-21.973
27.830	-18.920
27.840	-17.673
27.850	-15.953
27.860	-17.630
27.870	-9.503
27.880	-14.233
27.890	-11.180
27.900	-4.343
27.910	-3.053
27.920	-2.580
27.930	0.387
27.940	1.677
27.950	3.010
27.960	5.117
27.970	5.547
27.980	11.997
27.990	12.900
28.000	9.847
28.010	18.447
28.020	14.147
28.030	21.500
28.040	16.297
28.050	25.327
28.060	20.597
28.070	23.650
28.080	25.757
28.090	25.327
28.100	21.887
28.110	24.080
28.120	26.187
28.130	27.477
28.140	25.327
28.150	23.650
28.160	26.187
28.170	24.467
28.180	19.737
28.190	25.370
28.200	23.177
28.210	14.577
28.220	24.897
28.230	8.170
28.240	19.737
28.250	6.837
28.260	4.730
28.270	19.307
28.280	7.697
28.290	2.537
28.300	1.290
28.310	0.387
28.320	-0.473
28.330	0.430
28.340	-2.623
28.350	-6.063
28.360	-13.330
28.370	-9.503
28.380	-9.933
28.390	-20.640
28.400	-10.363
28.410	-23.263
28.420	-16.770
28.430	-22.403
28.440	-22.403
28.450	-21.930
28.460	-24.553
28.470	-24.983
28.480	-24.510
28.490	-26.703
28.500	-26.660
28.510	-23.263
28.520	-24.123
28.530	-23.220
28.540	-27.133
28.550	-25.413
28.560	-22.360
28.570	-20.683
28.580	-24.553
28.590	-16.770
28.600	-22.833
28.610	-12.083
28.620	-20.640
28.630	-9.503
28.640	-11.223
28.650	-13.330
28.660	-4.773
28.670	-4.343
28.680	-3.010
28.690	-0.473
28.700	-0.903
28.710	1.720
28.720	3.397
28.730	2.967
28.740	8.600
28.750	17.157
28.760	8.127
28.770	16.727
28.780	18.490
28.790	16.727
28.800	20.597
28.810	21.457
28.820	18.060
28.830	25.757
28.840	24.467
28.850	20.167
28.860	25.370
28.870	27.047
28.880	25.327
28.890	26.617
28.900	24.510
28.910	24.897
28.920	26.617
28.930	22.317
28.940	24.510
28.950	23.177
28.960	17.587
28.970	23.607
28.980	15.480
28.990	18.877
29.000	13.287
29.010	14.577
29.020	7.310
29.030	11.567
29.040	9.847
29.050	5.590
29.060	3.827
29.070	-0.043
29.080	0.387
29.090	-1.720
29.100	-4.343
29.110	-6.493
29.120	-12.470
29.130	-8.213
29.140	-9.073
29.150	-20.640
29.160	-9.073
29.170	-22.833
29.180	-12.470
29.190	-22.403
29.200	-20.683
29.210	-22.360
29.220	-23.263
29.230	-23.693
29.240	-24.510
29.250	-24.553
29.260	-25.370
29.270	-25.413
29.280	-24.123
29.290	-26.230
29.300	-26.273
29.310	-21.113
29.320	-22.790
29.330	-24.983
29.340	-18.533
29.350	-20.640
29.360	-18.533
29.370	-16.340
29.380	-16.383
29.390	-14.663
29.400	-9.890
29.410	-12.513
29.420	-9.503
29.430	-5.203
29.440	-3.440
29.450	-0.473
29.460	-0.043
29.470	1.290
29.480	4.257
29.490	5.117
29.500	10.750
29.510	10.707
29.520	8.557
29.530	16.727
29.540	15.050
29.550	15.007
29.560	21.027
29.570	18.877
29.580	19.780
29.590	25.757
29.600	22.317
29.610	21.457
29.620	24.080
29.630	26.187
29.640	24.037
29.650	24.037
29.660	25.370
29.670	26.617
29.680	22.747
29.690	22.747
29.700	26.230
29.710	19.737
29.720	20.167
29.730	25.757
29.740	11.610
29.750	23.607
29.760	10.277
29.770	16.727
29.780	13.760
29.790	5.977
29.800	8.127
29.810	10.750
29.820	5.117
29.830	1.677
29.840	1.290
29.850	-2.623
29.860	-4.343
29.870	-9.503
29.880	-10.320
29.890	-7.783
29.900	-7.783
29.910	-21.070
29.920	-8.643
29.930	-22.403
29.940	-12.040
29.950	-24.983
29.960	-18.060
29.970	-22.833
29.980	-23.693
29.990	-19.780
30.000	-25.843
30.010	-24.123
30.020	-24.510
30.030	-25.413
30.040	-24.983
30.050	-26.230
30.060	-24.983
30.070	-20.253
30.080	-25.800
30.090	-23.263
30.100	-18.060
30.110	-24.123
30.120	-15.093
